country_name,glide_id,dataset_date,page_name,page_url,title,img_url,url_1,url_2,url_3,url_4,url_5,url_6,n_product_links,notes,resource_format,license_title,maintainer,package_creator,private,methodology_other,caveats,license_other,methodology,dataset_source,license_id,owner_org,group_id,dataset_name,duplicated,tag
Dem.Republic of the Congo,CE-2013-1107-COD,2014-06-03,"IDP Settlement in Kamatsi, Province Orientale, Democratic Republic of Congo",http://www.unitar.org/unosat/node/44/2007,"IDP Settlement in Kamatsi, Province Orientale, Democratic Republic of Congo",http://maps.unosat.org/CD/CE20131107COD/UNOSAT_A3_20140204_Kamatsi_portrait.jpg,http://maps.unosat.org/CD/CE20131107COD/UNOSAT_A3_20140204_Kamatsi_portrait.pdf,http://unosat-maps.web.cern.ch/unosat-maps/CD/CE20131107COD/CE20131107COD_shp.zip,http://unosat-maps.web.cern.ch/unosat-maps/CD/CE20131107COD/CE20131107COD.gdb.zip,NA,NA,NA,3,"This map illustrates structural changes within Kamatsi town and its suburbs in Province Orientale, DRC occurring between 19 April 2011 and 04 February 2014 as seen in satellite imagery collected by the WoldView-1 and WorldView-2 satellites respectively. During this period there was multiple new structures appeared in the area analyzed including tent shelters as well are more permanent housing. These increases in structures are most likely due to influxes of large numbers of IDPs from surrounding areas gathering in Kamatsi. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR / UNOSAT.",GDB,hdx-other,unosat,unosat,TRUE,NA,NA,NA,Other,UNOSAT,hdx-other,un-operational-satellite-appplications-programme-unosat,COD,idp-settlement-in-kamatsi-province-orientale-democratic-republic-of-congo,TRUE,Complex Emergency
Dem.Republic of the Congo,CE-2012-1123-COG,2012-12-31,"Mugunga 1 Displaced Persons Settlement, Goma, Democratic Republic Of Congo",http://www.unitar.org/unosat/node/44/1708,"Mugunga 1 Displaced Persons Settlement, Goma, Democratic Republic Of Congo",http://maps.unosat.org/CG/CE20121123COG/UNOSAT_CE20121123COG_Mugunga3IDP_v1.jpg,http://maps.unosat.org/CG/CE20121123COG/UNOSAT_CE20121123COG_Mugunga1IDP_v1.pdf,http://maps.unosat.org/CG/CE20121123COG/mugunga1_structures.zip,NA,NA,NA,NA,2,"This map illustrates satellite-detected shelters for displaced persons in the Mugunga 1 settlement in Goma. Using a Pleiades image collected on 25 November 2012, UNOSAT located and marked 4,189 shelter structures in the camp. In addition, 213 additional structures were identified as likely camp infrastructure buildings. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR / UNOSAT.",ZIP,hdx-other,unosat,unosat,TRUE,NA,NA,NA,Other,UNOSAT,hdx-other,un-operational-satellite-appplications-programme-unosat,COD,mugunga-1-displaced-persons-settlement-goma-democratic-republic-of-congo,FALSE,Complex Emergency
Dem.Republic of the Congo,CE-2012-1123-COG,2012-12-21,"Muguna 3 Displaced persons settlement, Goma, Democratic Republic of Congo",http://www.unitar.org/unosat/node/44/1704,"Muguna 3 Displaced persons settlement, Goma, Democratic Republic of Congo",http://maps.unosat.org/CG/CE20121123COG/UNOSAT_CE20121123COG_Mugunga3IDP_v1.jpg,http://maps.unosat.org/CG/CE20121123COG/UNOSAT_CE20121123COG_Mugunga3IDP_v1.pdf,http://unosat-maps.web.cern.ch/unosat-maps/CG/CE20121123COG/mugunga3_structures.zip,NA,NA,NA,NA,2,"This map illustrates satellite detected shelters for displaced persons in the Mugunga 3 settlement in Goma. Using a Pleiades image collected on 25 November 2012, UNOSAT located and marked 1,098 shelter structures in the camp. In addition, 39 additional structures were identified as likely camp infrastructure buildings. New roads have also recently been constructed for likely expansion of the camp. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR /UNOSAT.",ZIP,hdx-other,unosat,unosat,TRUE,NA,NA,NA,Other,UNOSAT,hdx-other,un-operational-satellite-appplications-programme-unosat,COD,muguna-3-displaced-persons-settlement-goma-democratic-republic-of-congo,FALSE,Complex Emergency
Occupied Palestinian Territory,ST-2015-0107-PSE,2015-01-13,"Snow cover extent over West Bank, Israel, Jordan, Lebanon and Syria",http://www.unitar.org/unosat/node/44/2144?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps,"Snow cover extent over West Bank, Israel, Jordan, Lebanon and Syria",http://maps.unosat.org/PS/ST20150107PSE/UNOSAT_A3_MODIS_AQUA_2015013.jpg,http://maps.unosat.org/PS/ST20150107PSE/UNOSAT_A3_MODIS_AQUA_2015013.pdf,Modis_Aqua_Terra_Snowcover_20150113.zip,NA,NA,NA,NA,2,"This map illustrates the extent of the snow cover caused by the storm ""Huda"" that moved through the Middle East regionÂ striking Lebanon, Jordan, and the West Bank from about 7-13 January. This analysis was based on satellite imagery collected by the MODIS sensor on the NASA AQUA satellite on 13 January 2015. As seen in the imagery the snow has covered a very extensive part of the Lebanon and Syria. A decrease in the snow cover extent is observed in certain areas in Southern Lebanon and Syria compared to previous UNOSAT analysis with imagery collected on 12 January. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR / UNOSAT.",ZIP,hdx-other,unosat,unosat,TRUE,NA,NA,NA,Other,UNOSAT,hdx-other,un-operational-satellite-appplications-programme-unosat,PSE,snow-cover-extent-over-west-bank-israel-jordan-lebanon-and-syria,FALSE,Complex Emergency
Occupied Palestinian Territory,ST-2015-0107-PSE,2015-01-12,"Snow cover extent over West Bank, Israel, Jordan, Lebanon and Syria",http://www.unitar.org/unosat/node/44/2136?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps,"Snow cover extent over West Bank, Israel, Jordan, Lebanon and Syria",http://maps.unosat.org/PS/ST20150107PSE/UNOSAT_A3_MODIS_TERRA_Snow_Cover_Portrait.jpg,http://maps.unosat.org/PS/ST20150107PSE/UNOSAT_A3_MODIS_TERRA_Snow_Cover_Portrait.pdf,http://cern.ch/unosat-maps/PS/ST20150107PSE/modis_terra_20150112_snowcover_Final.zip,NA,NA,NA,NA,2,"This map illustrates the extent of the snow cover caused by the storm ""Huda"" that moved through the Middle East regionÂ striking Lebanon, Jordan, and the West Bank from about 7-12 January. This analysis was based on satellite imagery collected by the MODIS sensor on the NASA Terra satellite on 12 January 2015. As seen in the imagery the snow has covered a very extensive part of the Lebanon and Syria. Due to cloud cover present on the imagery an extensive portion of the area of interest could not be analysed. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR / UNOSAT.",ZIP,hdx-other,unosat,unosat,TRUE,NA,NA,NA,Other,UNOSAT,hdx-other,un-operational-satellite-appplications-programme-unosat,PSE,snow-cover-extent-over-west-bank-israel-jordan-lebanon-and-syria,FALSE,Complex Emergency
Occupied Palestinian Territory,CE-2014-0715-PSE,2014-10-02,Gaza Damage Assessment 2014: UNOSAT Satellite Derived Geospatial Analysis,http://www.unitar.org/unosat/node/44/2073?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps,Gaza Damage Assessment 2014: UNOSAT Satellite Derived Geospatial Analysis,http://maps.unosat.org/PS/CE20140715PSE/UNOSAT_Gaza_Report_Front_Page_500.jpg,http://maps.unosat.org/PS/CE20140715PSE/UNOSAT_Gaza_Report_Web_Final_2014.pdf,http://cern.ch/unosat-maps/PS/CE20140715PSE/CE20140715PSE.shp.zip,http://cern.ch/unosat-maps/PS/CE20140715PSE/CE20140715PSE.gdb.zip,NA,NA,NA,3,"This report documents damage over the Gaza Strip following the July-August 2014 conflict. It is based on analysis of commercial satellite imagery and quantifies damage to overall building structures, health facilities, education facilities, agricultural fields and greenhouses. The study also compares damage from the 2014 conflict to that of the 2009 conflict. The analysis is supplemented by ground photos following UNOSAT deployment to Gaza in September 2014.",GDB,hdx-other,unosat,unosat,TRUE,NA,NA,NA,Other,UNOSAT,hdx-other,un-operational-satellite-appplications-programme-unosat,PSE,gaza-damage-assessment-2014-unosat-satellite-derived-geospatial-analysis,FALSE,Complex Emergency
Occupied Palestinian Territory,CE-2014-0715-PSE,2014-09-26,"Education Facilities Damage Assessment in Gaza Strip, Occupied Palestinian Territory",http://www.unitar.org/unosat/node/44/2071?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps,"Education Facilities Damage Assessment in Gaza Strip, Occupied Palestinian Territory",http://maps.unosat.org/PS/CE20140715PSE/UNOSAT_A3_EducationFacilitiesDamage_Portrait.jpg,http://maps.unosat.org/PS/CE20140715PSE/UNOSAT_A3_EducationFacilitiesDamage_Portrait.pdf,http://cern.ch/unosat-maps/PS/CE20140715PSE/CE20140715PSE.shp.zip,http://cern.ch/unosat-maps/PS/CE20140715PSE/CE20140715PSE.gdb.zip,NA,NA,NA,3,"This map illustrates satellite-detected damage and destruction of education facilities in Gaza Strip, resulting from recent conflicts in the area. Using satellite imagery collected 14 August 2014 and 27-28 August 2014 by the Pleiades satellite, and compared with a pre-crisis Pleiades image collected 6 July 2014, UNOSAT analysis has identified 1 destroyed structure, 12 severely damaged structures and 51 moderately damaged structures from a total of 413 schools in the Gaza Strip. This is a preliminary analysis & has not yet been validated in the field. Please send ground feedback to UNITAR / UNOSAT.",GDB,hdx-other,unosat,unosat,TRUE,NA,NA,NA,Other,UNOSAT,hdx-other,un-operational-satellite-appplications-programme-unosat,PSE,education-facilities-damage-assessment-in-gaza-strip-occupied-palestinian-territory,TRUE,Complex Emergency
Occupied Palestinian Territory,CE-2014-0715-PSE,2014-09-26,"Health Facilities Damage Assessment in Gaza Strip, Occupied Palestinian Territory",http://www.unitar.org/unosat/node/44/2070?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps,"Health Facilities Damage Assessment in Gaza Strip, Occupied Palestinian Territory",http://maps.unosat.org/PS/CE20140715PSE/UNOSAT_A3_HospitalDamage_Portrait.jpg,http://maps.unosat.org/PS/CE20140715PSE/UNOSAT_A3_HospitalDamage_Portrait.pdf,http://cern.ch/unosat-maps/PS/CE20140715PSE/CE20140715PSE.shp.zip,http://cern.ch/unosat-maps/PS/CE20140715PSE/CE20140715PSE.gdb.zip,NA,NA,NA,3,"This map illustrates satellite-detected damage and destruction of health facilities in Gaza Strip, resulting from recent conflicts in the area. Using satellite imagery collected 14 August 2014 and 27-28 August 2014 by the Pleiades satellite, and compared with a pre-crisis Pleiades image collected 6 July 2014, UNOSAT analysis has identified  4 destroyed structures, 1 severely damaged structures, 13 moderately damaged structures and 5 possibly damaged structures from a total of 101 hospitals in the Gaza Strip. The Governorate of Gaza represents 74% of the total damaged hosptial structures. This is a preliminary analysis & has not yet been validated in the field. Please send ground feedback to UNITAR / UNOSAT.",GDB,hdx-other,unosat,unosat,TRUE,NA,NA,NA,Other,UNOSAT,hdx-other,un-operational-satellite-appplications-programme-unosat,PSE,health-facilities-damage-assessment-in-gaza-strip-occupied-palestinian-territory,TRUE,Complex Emergency
Occupied Palestinian Territory,CE-2014-0715-PSE,2014-09-23,"Damage to Agricultural Areas and Greenhouses, Gaza Strip - Occupied Palestinian Territory",http://www.unitar.org/unosat/node/44/2068?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps,"Damage to Agricultural Areas and Greenhouses, Gaza Strip - Occupied Palestinian Territory",http://maps.unosat.org/PS/CE20140715PSE/UNOSAT_A3_Agricultural_Losses_14082014_PL.jpg,http://maps.unosat.org/PS/CE20140715PSE/UNOSAT_A3_Agricultural_Losses_14082014_PL.pdf,http://cern.ch/unosat-maps/PS/CE20140715PSE/CE20140715PSE.shp.zip,http://cern.ch/unosat-maps/PS/CE20140715PSE/CE20140715PSE.gdb.zip,NA,NA,NA,3,"This map illustrates satellite-detected changes in agricultural areas of the Gaza Strip resulting from the July ? August 2014 conflict in the area. Using a satellite image collected 14 August 2014 by the Pleiades satellite, and compared with a pre-crisis Pleiades image collected 6 July 2014, UNOSAT performed Normalized Difference Vegetation Index analysis, multitemporal classification, and manual review in order to detect significant changes occurring in agricultural areas between those dates. This methodology assessed damage occurring as a result of razing, heavy vehicle tracking, bombing, shelling, and related conflict dynamics. The analysis includes damage occurring to both active crop fields and fallow lands, as well as in many household gardens. Note that due to the special characteristics of the area analysed, razing might have been overestimated in sandy areas, and some ambiguity often exists between unused lands, pasture lands, agricultural fields, and other land cover types. UNOSAT analysis indicates that ~1,800 hectares of agricultural fields have likely been razed or heavily damaged by these factors in the intervening period. In addition, using imagery acquired on 27 and 28 August 2014 UNOSAT assessed damage to greenhouses and identified a total 657 destroyed, 214 severely damaged and 392 moderately damaged greenhouse structures. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR/UNOSAT.",GDB,hdx-other,unosat,unosat,TRUE,NA,NA,NA,Other,UNOSAT,hdx-other,un-operational-satellite-appplications-programme-unosat,PSE,damage-to-agricultural-areas-and-greenhouses-gaza-strip---occupied-palestinian-territory,TRUE,Complex Emergency
Occupied Palestinian Territory,CE-2014-0715-PSE,2014-09-19,"Density of Damage Assessment in Gaza Strip, Occupied Palestinian Territory",http://www.unitar.org/unosat/node/44/2067?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps,"Density of Damage Assessment in Gaza Strip, Occupied Palestinian Territory",http://maps.unosat.org/PS/CE20140715PSE/UNOSAT_A3_Density_Map_Gaza_Strip_20140828.jpg,http://maps.unosat.org/PS/CE20140715PSE/UNOSAT_A3_Density_Map_Gaza_Strip_20140828.pdf,http://cern.ch/unosat-maps/PS/CE20140715PSE/CE20140715PSE.shp.zip,http://cern.ch/unosat-maps/PS/CE20140715PSE/CE20140715PSE.gdb.zip,NA,NA,NA,3,"This map illustrates satellite-detected damage and destruction in the Gaza Strip, resulting from recent conflicts in the area. Using satellite imagery collected 14, 27 & 28 August 2014 by the Pleiades satellite, and compared with a pre-crisis Pleiades image collected 6 July 2014, UNOSAT analysis has identified 6,761 destroyed structures, 3,565 severely damaged structures, and 4,938 moderately damaged structures in the analysed area. In addition, 7,473 craters on roads and in agricultural and non-urbanized areas are also visible in the crisis images. Note that a few areas along the border with Israeli were analyzed in less detail as imagery contained reduced resolution in these areas. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR/UNOSAT.",GDB,hdx-other,unosat,unosat,TRUE,NA,NA,NA,Other,UNOSAT,hdx-other,un-operational-satellite-appplications-programme-unosat,PSE,density-of-damage-assessment-in-gaza-strip-occupied-palestinian-territory,TRUE,Complex Emergency
Occupied Palestinian Territory,CE-2014-0715-PSE,2014-09-19,"2009-2014 Density Comparison of Destroyed and Severely Damaged Structures in Gaza Strip, Occupied Palestinian Territory",http://www.unitar.org/unosat/node/44/2066?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps,"2009-2014 Density Comparison of Destroyed and Severely Damaged Structures in Gaza Strip, Occupied Palestinian Territory",http://maps.unosat.org/PS/CE20140715PSE/UNOSAT_A3_DensityAnalysisComparison.jpg,http://maps.unosat.org/PS/CE20140715PSE/UNOSAT_A3_DensityAnalysisComparison.pdf,http://cern.ch/unosat-maps/PS/CE20140715PSE/CE20140715PSE.shp.zip,http://cern.ch/unosat-maps/PS/CE20140715PSE/CE20140715PSE.gdb.zip,NA,NA,NA,3,"This map illustrates a density comparison of satellite-detected damages in Gaza Strip, which resulted from recent conflicts in this area in both 2009 and 2014. Damage levels used in this density analysis only concern structures that were destroyed or severely damaged. The 2014 analysis was generated using Pleiades imagery taken 14, 27 & 28th August 2014 and compared with a pre-crisis a Pleiades image collected 6 July 2014. The 2009 analysis was generated using WorldView 02 and GeoEye imagery taken 10 & 21st January 2009. The 2009 imagery however was reduced resolution so damages may have been underestimated for that time period. This Density comparison is to illustrate the level of damaged observed by UNOSAT between the two conflict events. This is a preliminary analysis & has not yet been validated in the field. Please send ground feedback to UNITAR / UNOSAT.",GDB,hdx-other,unosat,unosat,TRUE,NA,NA,NA,Other,UNOSAT,hdx-other,un-operational-satellite-appplications-programme-unosat,PSE,2009-2014-density-comparison-of-destroyed-and-severely-damaged-structures-in-gaza-strip-occupied-palestinian-territory,TRUE,Complex Emergency
Occupied Palestinian Territory,CE-2014-0715-PSE,2014-09-18,"Satellite based damage assessment of Gaza Strip, Occupied Palestinian Territory",http://www.unitar.org/unosat/node/44/2065?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps,"Satellite based damage assessment of Gaza Strip, Occupied Palestinian Territory",http://maps.unosat.org/PS/CE20140715PSE/UNOSAT_A0_Portrait_Overview_Map_Gaza_Strip_20140827_v5.jpg,http://maps.unosat.org/PS/CE20140715PSE/UNOSAT_A0_Portrait_Overview_Map_Gaza_Strip_20140827_v5.pdf,http://cern.ch/unosat-maps/PS/CE20140715PSE/CE20140715PSE.shp.zip,http://cern.ch/unosat-maps/PS/CE20140715PSE/CE20140715PSE.gdb.zip,NA,NA,NA,3,"This map illustrates satellite-detected damage and destruction in Gaza Strip, resulting from recent violence in the area. Using a satellite image collected 27 & 28 August 2014 by the Pleiades satellite, and compared with a pre-crisis Pleiades image collected 6 July 2014, UNOSAT analysis has identified 6,769 destroyed structures, 3,565 severely damaged structures, and 4,938 moderately damaged structures in the analysed area. In addition, 7,473 craters on roads and in agricultural and non-urbanized areas are also visible in the crisis images. Note that a few areas along the border with Israeli were analysed in less detail as imagery was downsampled. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR/UNOSAT.",GDB,hdx-other,unosat,unosat,TRUE,NA,NA,NA,Other,UNOSAT,hdx-other,un-operational-satellite-appplications-programme-unosat,PSE,satellite-based-damage-assessment-of-gaza-strip-occupied-palestinian-territory,TRUE,Complex Emergency
Occupied Palestinian Territory,CE-2014-0715-PSE,2014-08-08,"Damage Assessment in Khuza'a and Al Qararra, Gaza Strip, Occupied Palestinian Territory",http://www.unitar.org/unosat/node/44/2049?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps,"Damage Assessment in Khuza'a and Al Qararra, Gaza Strip, Occupied Palestinian Territory",http://maps.unosat.org/PS/CE20140715PSE/UNOSAT_A3_KhuazaaAlQararra_20140801_Portraitopt.jpg,http://maps.unosat.org/PS/CE20140715PSE/UNOSAT_A3_KhuazaaAlQararra_20140801_Portraitopt.pdf,http://unosat-maps.web.cern.ch/unosat-maps/PS/CE20140715PSE/CE20140715PSE.SHP.zip,http://unosat-maps.web.cern.ch/unosat-maps/PS/CE20140715PSE/CE20140715PSE.gdb.zip,NA,NA,NA,3,"This map illustrates satellite-detected damage and destruction in the Khuza'a and Al Qararra areas of the Gaza Strip, resulting from ongoing violence in the area. Using a satellite image collected 1st August 2014 by the Pleiades satellite and compared with a pre-crisis Pleiades image collected 6 July 2014 UNOSAT analysis has identified 2,493 destroyed structures, 1,243 severely damaged structures, and 1,652 moderately damaged structures. In addition, 2,014 craters on roads and in agricultural and non-urbanized area are also visible as of 1st August 2014. This is a preliminary analysis & has not yet been validated in the field. Please send ground feedback to UNITAR / UNOSAT.",GDB,hdx-other,unosat,unosat,TRUE,NA,NA,NA,Other,UNOSAT,hdx-other,un-operational-satellite-appplications-programme-unosat,PSE,damage-assessment-in-khuza'a-and-al-qararra-gaza-strip-occupied-palestinian-territory,FALSE,Complex Emergency
Occupied Palestinian Territory,CE-2014-0715-PSE,2014-08-07,"Damage Assessment in Jarara Area, Gaza Strip - Occupied Palestinian Territory",http://www.unitar.org/unosat/node/44/2048?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps,"Damage Assessment in Jarara Area, Gaza Strip - Occupied Palestinian Territory",http://maps.unosat.org/PS/CE20140715PSE/UNOSAT_A3_East_Jarara_Central_Gaza_20140801_Portrait.jpg,http://maps.unosat.org/PS/CE20140715PSE/UNOSAT_A3_East_Jarara_Central_Gaza_20140801_Portrait.pdf,http://cern.ch/unosat-maps/PS/CE20140715PSE/CE20140715PSE.SHP.zip,http://cern.ch/unosat-maps/PS/CE20140715PSE/CE20140715PSE.gdb.zip,NA,NA,NA,3,"This map illustrates satellite-detected damage and destruction in the Jarara area, Gaza Strip, resulting from the July/August 2014 violence in the area. Using a satellite image collected 01 August 2014 by the Pleiades satellite, and compared with a pre-crisis Pleiades image collected 6 July 2014, UNOSAT analysis has identified 1,369 damaged structures, including 575 destroyed structures, 233 severely damaged structures and 561 moderately damaged structures. In addition, 182 craters on roads and in agricultural and non-urbanized areas are also visible as of 01 August 2014. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR/UNOSAT.
",GDB,hdx-other,unosat,unosat,TRUE,NA,NA,NA,Other,UNOSAT,hdx-other,un-operational-satellite-appplications-programme-unosat,PSE,damage-assessment-in-jarara-area-gaza-strip---occupied-palestinian-territory,FALSE,Complex Emergency
Occupied Palestinian Territory,CE-2014-0715-PSE,2014-08-07,"Damage Assessment in Rafah, Gaza Strip - Occupied Palestinian Territory",http://www.unitar.org/unosat/node/44/2047?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps,"Damage Assessment in Rafah, Gaza Strip - Occupied Palestinian Territory",http://maps.unosat.org/PS/CE20140715PSE/UNOSAT_A3_Rafah_20140801.jpg,http://maps.unosat.org/PS/CE20140715PSE/UNOSAT_A3_Rafah_20140801.pdf,http://cern.ch/unosat-maps/PS/CE20140715PSE/CE20140715PSE.SHP.zip,http://cern.ch/unosat-maps/PS/CE20140715PSE/CE20140715PSE.gdb.zip,NA,NA,NA,3,"This map illustrates satellite-detected damage and destruction in the Rafah area of Gaza Strip, resulting from recent violence in the area. Using a satellite image collected 1 August 2014 by the Pleiades satellite, and compared with a pre-crisis Pleiades image collected 6 July 2014, UNOSAT analysis has identified 525 destroyed structures, 165 severely damaged structures, and 116 moderately damaged structures in the analyzed area. In addition, 787 craters on roads and in agricultural and non-urbanized areas are also visible as of 1 August 2014. Further analysis will be done as additional imagery is collected. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR/UNOSAT.",GDB,hdx-other,unosat,unosat,TRUE,NA,NA,NA,Other,UNOSAT,hdx-other,un-operational-satellite-appplications-programme-unosat,PSE,damage-assessment-in-rafah-gaza-strip---occupied-palestinian-territory,TRUE,Complex Emergency
Occupied Palestinian Territory,CE-2014-0715-PSE,2014-08-05,"Damage to Agricultural Fields, Gaza Strip - Occupied Palestinian Territory",http://www.unitar.org/unosat/node/44/2046?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps,"Damage to Agricultural Fields, Gaza Strip - Occupied Palestinian Territory",http://maps.unosat.org/PS/CE20140715PSE/UNOSAT_A3_Agricultural_losses_Portrait_20140730.jpg,http://maps.unosat.org/PS/CE20140715PSE/UNOSAT_A3_Agricultural_losses_Portrait_20140730.pdf,http://cern.ch/unosat-maps/PS/CE20140715PSE/CE20140715PSE.SHP.zip,http://cern.ch/unosat-maps/PS/CE20140715PSE/CE20140715PSE.gdb.zip,NA,NA,NA,3,"This map illustrates satellite-detected changes in agricultural fields of the Gaza Strip resulting from ongoing violence in the area. Using a satellite image collected 30 July 2014 by the Landsat-8 satellite, and compared with a pre-crisis Landsat-8 image collected 7 July 2014, UNOSAT analyzed the Normalized Difference Vegetation Index for agricultural fields to locate areas of significant change. UNOSAT analysis indicates that ~2000 ha hectares of agricultural fields that have likely been razed or heavily damaged in the intervening period. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR/UNOSAT.",GDB,hdx-other,unosat,unosat,TRUE,NA,NA,NA,Other,UNOSAT,hdx-other,un-operational-satellite-appplications-programme-unosat,PSE,damage-to-agricultural-fields-gaza-strip---occupied-palestinian-territory,TRUE,Complex Emergency
Occupied Palestinian Territory,CE-2014-0715-PSE,2014-08-04,"Damage Assessment in Atatra, Gaza Strip - Occupied Palestinian Territory",http://www.unitar.org/unosat/node/44/2042?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps,"Damage Assessment in Atatra, Gaza Strip - Occupied Palestinian Territory",http://maps.unosat.org/PS/CE20140715PSE/UNOSAT_A3_Atatra_20140725_Portrait_V2.jpg,http://maps.unosat.org/PS/CE20140715PSE/UNOSAT_A3_Atatra_20140725_Portrait_V2.pdf,http://cern.ch/unosat-maps/PS/CE20140715PSE/CE20140715PSE.SHP.zip,http://cern.ch/unosat-maps/PS/CE20140715PSE/CE20140715PSE.gdb.zip,NA,NA,NA,3,"This map illustrates satellite-detected damage and destruction in the Atatra area, Gaza Strip, resulting from ongoing violence in the area. Using a satellite image collected 25 July 2014 by the Pleiades satellite, and compared with a pre-crisis Pleiades image collected 6 July 2014, UNOSAT analysis has identified 192 destroyed structures, 60 severely damaged structures, and 89 moderately damaged structures. In addition, 108 craters on roads and in agricultural and non-urbanized areas are also visible as of 25 July 2014. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR/UNOSAT.",GDB,hdx-other,unosat,unosat,TRUE,NA,NA,NA,Other,UNOSAT,hdx-other,un-operational-satellite-appplications-programme-unosat,PSE,damage-assessment-in-atatra-gaza-strip---occupied-palestinian-territory,TRUE,Complex Emergency
Occupied Palestinian Territory,CE-2014-0715-PSE,2014-07-31,"Damage Assessment in Gaza City, Gaza Strip - Occupied Palestinian Territory",http://www.unitar.org/unosat/node/44/2041?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps,"Damage Assessment in Gaza City, Gaza Strip - Occupied Palestinian Territory",http://maps.unosat.org/PS/CE20140715PSE/UNOSAT_A3_GazaCity_20140725_Portrait_v2.jpg,http://maps.unosat.org/PS/CE20140715PSE/UNOSAT_A3_GazaCity_20140725_Portrait_v2.pdf,http://unosat-maps.web.cern.ch/unosat-maps/PS/CE20140715PSE/CE20140715PSE.SHP.zip,http://unosat-maps.web.cern.ch/unosat-maps/PS/CE20140715PSE/CE20140715PSE.gdb.zip,NA,NA,NA,3,"This map illustrates satellite-detected damage and destruction in central Gaza City, Gaza Strip, resulting from ongoing violence in the area. Using a satellite image collected 25 July 2014 by the Pleiades satellite, and compared with a pre-crisis Pleiades image collected 6 July 2014, UNOSAT analysis has identified 133 destroyed structures, 179 severely damaged structures, and 218 moderately damaged structures. In addition, 126 craters on roads and in agricultural and non-urbanized areas are also visible as of 25 July 2014. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR/UNOSAT.",GDB,hdx-other,unosat,unosat,TRUE,NA,NA,NA,Other,UNOSAT,hdx-other,un-operational-satellite-appplications-programme-unosat,PSE,damage-assessment-in-gaza-city-gaza-strip---occupied-palestinian-territory,TRUE,Complex Emergency
Occupied Palestinian Territory,CE-2014-0715-PSE,2014-07-30,"Damage Assessment in Beit Lahia, Gaza Strip - Occupied Palestinian Territory",http://www.unitar.org/unosat/node/44/2039?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps,"Damage Assessment in Beit Lahia, Gaza Strip - Occupied Palestinian Territory",http://maps.unosat.org/PS/CE20140715PSE/UNOSAT_A3_BeitLahia_20140725_Portrait.jpg,http://maps.unosat.org/PS/CE20140715PSE/UNOSAT_A3_BeitLahia_20140725_Portrait.pdf,http://unosat-maps.web.cern.ch/unosat-maps/PS/CE20140715PSE/CE20140715PSE.SHP.zip,http://unosat-maps.web.cern.ch/unosat-maps/PS/CE20140715PSE/CE20140715PSE.gdb.zip,NA,NA,NA,3,"This map illustrates satellite-detected damage and destruction in the Beit Lahia area, Gaza Strip, resulting from ongoing violence in the area. Using a satellite image collected 25 July 2014 by the Pleiades satellite, and compared with a pre-crisis Pleiades image collected 6 July 2014, UNOSAT analysis has identified 100 destroyed structures, 63 severely damaged structures, and 37 moderately damaged structures. In addition, 85 craters on roads and in agricultural and non-urbanized areas are also visible as of 25 July 2014. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR/UNOSAT.
",GDB,hdx-other,unosat,unosat,TRUE,NA,NA,NA,Other,UNOSAT,hdx-other,un-operational-satellite-appplications-programme-unosat,PSE,damage-assessment-in-beit-lahia-gaza-strip---occupied-palestinian-territory,TRUE,Complex Emergency
