"country_name","glide_id","map_date","page_name","page_url"
"Angola","FL-2008-000004-NAM",2008-04-01,"Kunene River Flood Waters, Ombadja Municipality, Angola - 25 March 2008","http://www.unitar.org/unosat/node/44/1168"
"Angola","FL-2008-000004-NAM",2008-03-28,"UPDATE 2: Flood Waters over the Affected Areas of Southern Angola - 25 March 2008","http://www.unitar.org/unosat/node/44/1142"
"Angola","FL-2008-000004-NAM",2008-03-26,"UPDATE: Flood Waters over the Affected Areas of Southern Angola - 20 March 2008","http://www.unitar.org/unosat/node/44/1134"
"Angola","Other",2005-04-26,"Cabinda City 1:7,500","http://www.unitar.org/unosat/node/44/418"
"Angola","Other",2005-04-26,"Cabinda City 1:15,000","http://www.unitar.org/unosat/node/44/417"
"Angola","Other",2005-04-14,"Uige City 1:10,000","http://www.unitar.org/unosat/node/44/416"
"Armenia","EQ-2010-EX0001-ARM",2010-09-13,"(EXERCISE MAP) Armenian Earthquake - Overview Map of Affected Areas","http://www.unitar.org/unosat/node/44/1505"
"Autonomous Province of Kosovo","HT-2007-000105-SRB",2007-08-10,"Overview of Fires in the Autonomous Province of Kosovo - July 2007","http://www.unitar.org/unosat/node/44/960"
"Bangladesh","AC20141217BGD",2014-12-19,"Oil Spill In Sundarbans Mangroves, Khulna, Bangladesh","http://www.unitar.org/unosat/node/44/2130?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps"
"Bangladesh","FL20131024BGD",2013-10-29,"Waterlogging Over Satkhira, Khulna, and Jessore Districts, Bangladesh","http://www.unitar.org/unosat/node/44/1853"
"Bangladesh","TC20130515BGD",2013-05-17,"Waters detected over Uttar Nalbila, Chittagong Division, Bangladesh","http://www.unitar.org/unosat/node/44/1748"
"Bangladesh","TC-2007-000208-BGD",2007-11-26,"""Sidr"" Storm Surge Impact - Jhalakhati, Barisal Division, Bangladesh","http://www.unitar.org/unosat/node/44/1032"
"Bangladesh","TC-2007-000208-BGD",2007-11-23,"""Sidr"" Storm Surge Impact - Barisal Division, Bangladesh","http://www.unitar.org/unosat/node/44/1031"
"Bangladesh","TC-2007-000208-BGD",2007-11-16,"Estimated Population Density over Bangladesh","http://www.unitar.org/unosat/node/44/1030"
"Bangladesh","FL-2007-000080-BGD",2007-08-08,"Map of Flood Water over Bangladesh","http://www.unitar.org/unosat/node/44/957"
"Belize","TC-2007-000135-BLZ",2007-08-22,"Belize: Map of Land Surface Areas under 4 meters in Elevation","http://www.unitar.org/unosat/node/44/969"
"Benin","FL-2010-000202-BEN",2010-10-18,"Estimated Accumulation of Rainfall: Benin","http://www.unitar.org/unosat/node/44/1514"
"Benin","FL-2009-000127-BEN",2009-07-18,"Overview of potentially flood affected areas over Cotonou and Abomey-Calavi, Benin","http://www.unitar.org/unosat/node/44/1367"
"Bolivia","FL20140213BOL",2014-03-21,"Inundaciones en Trinidad, Departamento de Beni, Bolivia","http://www.unitar.org/unosat/node/44/1960"
"Bolivia","FL20140213BOL",2014-03-12,"Inundaciones en Riberalta, Departamento de Beni, Bolivia","http://www.unitar.org/unosat/node/44/1955"
"Bolivia","FL20140213BOL",2014-03-12,"Inundaciones en Trinidad, Departamento de Beni, Bolivia","http://www.unitar.org/unosat/node/44/1954"
"Bolivia","FL20140213BOL",2014-02-28,"Flood Waters Over Beni Department, Bolivia","http://www.unitar.org/unosat/node/44/1949"
"Bolivia","FL-2007-000231-BOL",2008-02-27,"Inundaciones en Santa Ana del Yacuma, Departamento del Beni, Bolivia (24 Feb. 2008)","http://www.unitar.org/unosat/node/44/1107"
"Bolivia","FL-2007-000231-BOL",2008-02-27,"Versión actualizada 2: Inundaciones alrededor de Trinidad, Dep. del Beni (16 Feb. 2008), Bolivia","http://www.unitar.org/unosat/node/44/1106"
"Bolivia","FL-2007-000231-BOL",2008-02-25,"Santa Ana Flood Waters, Yacuma Province, Beni Department, Bolivia (24 February 2008)","http://www.unitar.org/unosat/node/44/1104"
"Bolivia","FL-2007-000231-BOL",2008-02-21,"UPDATE 2: Flood Waters within Vicinity of Trinidad, Beni Department, Bolivia","http://www.unitar.org/unosat/node/44/1100"
"Bolivia","FL-2007-000231-BOL",2008-02-18,"Versión actualizada: Inundaciones en Trinidad, Departamento del Beni (14 Feb. 2008), Bolivia","http://www.unitar.org/unosat/node/44/1096"
"Bolivia","FL-2007-000231-BOL",2008-02-16,"UPDATE 1: Trinidad Flood Waters, Beni Department, Bolivia (14 February 2008)","http://www.unitar.org/unosat/node/44/1095"
"Bolivia","FL-2007-000231-BOL",2008-02-15,"Actualización: Vista general de las inundaciones en los Departamentos del Beni & Santa Cruz","http://www.unitar.org/unosat/node/44/1093"
"Bolivia","FL-2007-000231-BOL",2008-02-15,"UPDATE: Overview of Flood Waters in the Affected Departments of Beni & Santa Cruz","http://www.unitar.org/unosat/node/44/1092"
"Bolivia","FL-2007-000231-BOL",2008-02-15,"Inundaciones en Trinidad, Dep. del Beni (8 Feb. 2008)","http://www.unitar.org/unosat/node/44/1091"
"Bolivia","FL-2007-000231-BOL",2008-02-15,"Vista General de las inundaciones alrededor de Trinidad, Beni, (8 Feb. 2008)","http://www.unitar.org/unosat/node/44/1090"
"Bolivia","FL-2007-000231-BOL",2008-02-12,"Overview of Trinidad Flood Waters, Cercado Province, Beni Department, Bolivia (8 February 2008)","http://www.unitar.org/unosat/node/44/1087"
"Bolivia","FL-2007-000231-BOL",2008-02-12,"Trinidad Flood Waters, Cercado Province, Beni Department, Bolivia (8 February 2008)","http://www.unitar.org/unosat/node/44/1086"
"Bolivia","FL-2007-000231-BOL",2008-02-11,"Inundaciones en las provincias Nuflo de Chavez, Guarayos & O. Santiesteban, Santa Cruz, Bolivia","http://www.unitar.org/unosat/node/44/1085"
"Bolivia","FL-2007-000231-BOL",2008-02-11,"Vista general de las inundaciones en los Departamentos del Beni & Santa Cruz , Bolivia","http://www.unitar.org/unosat/node/44/1084"
"Bolivia","FL-2007-000231-BOL",2008-02-09,"Overview of Flood Waters in the Affected Departments of Beni and Santa Cruz, Bolivia","http://www.unitar.org/unosat/node/44/1079"
"Bolivia","FL-2007-000231-BOL",2008-02-08,"Inundaciones en las provincias Yacuma & Mamore,Beni, Bolivia","http://www.unitar.org/unosat/node/44/1078"
"Bolivia","FL-2007-000231-BOL",2008-02-08,"Inundaciones en la provincia Marban, El Beni, Bolivia","http://www.unitar.org/unosat/node/44/1077"
"Bolivia","FL-2007-000231-BOL",2008-02-08,"Vista general de las inundaciones en el Departamento del Beni, Bolivia","http://www.unitar.org/unosat/node/44/1076"
"Bolivia","FL-2007-000231-BOL",2008-02-08,"Inundaciones en las provincias Cercado y Moxos,  El Beni, Bolivia","http://www.unitar.org/unosat/node/44/1075"
"Bolivia","FL-2007-000231-BOL",2008-02-08,"Inundaciones en las provincias Guarayos & O. Santiesteban, Santa Cruz, Bolivia","http://www.unitar.org/unosat/node/44/1074"
"Bolivia","FL-2007-000231-BOL",2008-02-08,"Flood Waters in the affected Provinces of Nuflo De Chavez, & Guarayos, Bolivia","http://www.unitar.org/unosat/node/44/1073"
"Bolivia","FL-2007-000231-BOL",2008-02-07,"Flood Waters in the Affected Provinces of Yacuma & Mamore, Beni Department, Bolivia","http://www.unitar.org/unosat/node/44/1072"
"Bolivia","FL-2007-000231-BOL",2008-02-06,"Flood Waters in the Affected Province of Marban, Beni Department, Bolivia","http://www.unitar.org/unosat/node/44/1071"
"Bolivia","FL-2007-000231-BOL",2008-02-06,"Flood Waters in the affected Provinces of Cercado & Moxos, Beni, Bolivia","http://www.unitar.org/unosat/node/44/1070"
"Bolivia","FL-2007-000231-BOL",2008-02-06,"Flood Waters in the Affected Provinces of Guarayos & O. Santiesteban, Santa Cruz, Bolivia","http://www.unitar.org/unosat/node/44/1069"
"Bolivia","FL-2007-000231-BOL",2008-02-06,"Overview of Flood Waters in the Affected Department of Beni, Bolivia","http://www.unitar.org/unosat/node/44/1068"
"Bolivia","FL-2007-000231-BOL",2008-01-29,"Total del estimado de precipitación lluviosa en Bolivia: 1 al 25 de Enero 2008","http://www.unitar.org/unosat/node/44/1063"
"Bolivia","FL-2007-000231-BOL",2008-01-28,"Estimated Total Rainfall Accumulation for Bolivia: (1 - 25 January 2008)","http://www.unitar.org/unosat/node/44/1062"
"Bolivia","FL-2007-000231-BOL",2008-01-25,"Hydro Atlas for El Beni Department, Bolivia v1.0 (PDF)","http://www.unitar.org/unosat/node/44/1060"
"Bolivia","FL-2007-000231-BOL",2008-01-25,"Hydrology Map Sheet: D2 for Santa Cruz Department, Bolivia","http://www.unitar.org/unosat/node/44/1049"
"Bolivia","FL-2007-000231-BOL",2008-01-25,"Hydrology Map Sheet: D1 for Santa Cruz Department, Bolivia","http://www.unitar.org/unosat/node/44/1050"
"Bolivia","FL-2007-000231-BOL",2008-01-25,"Hydrology Map Sheet: C2 for Santa Cruz Department, Bolivia","http://www.unitar.org/unosat/node/44/1051"
"Bolivia","FL-2007-000231-BOL",2008-01-25,"Hydrology Map Sheet: C1 for Santa Cruz Department, Bolivia","http://www.unitar.org/unosat/node/44/1052"
"Bolivia","FL-2007-000231-BOL",2008-01-25,"Hydrology Map Overview for Santa Cruz Department, Bolivia","http://www.unitar.org/unosat/node/44/1053"
"Bolivia","FL-2007-000231-BOL",2008-01-25,"Hydro Atlas for Santa Cruz Department, Bolivia v1.0 (PDF)","http://www.unitar.org/unosat/node/44/1054"
"Bolivia","FL-2007-000231-BOL",2008-01-25,"Hydrology Map Sheet: B2 for El Beni Department, Bolivia","http://www.unitar.org/unosat/node/44/1055"
"Bolivia","FL-2007-000231-BOL",2008-01-25,"Hydrology Map Sheet: B1 for El Beni Department, Bolivia","http://www.unitar.org/unosat/node/44/1056"
"Bolivia","FL-2007-000231-BOL",2008-01-25,"Hydrology Map Sheet: A2 for El Beni Department, Bolivia","http://www.unitar.org/unosat/node/44/1057"
"Bolivia","FL-2007-000231-BOL",2008-01-25,"Hydrology Map Sheet: A1 for El Beni Department, Bolivia","http://www.unitar.org/unosat/node/44/1058"
"Bolivia","FL-2007-000231-BOL",2008-01-25,"Hydrology Maps Overview for El Beni Department, Bolivia","http://www.unitar.org/unosat/node/44/1059"
"Bolivia","FL-2007-000012-BOL",2007-02-12,"Hydro Atlas for El Beni Department, Bolivia v1.0 (PDF)","http://www.unitar.org/unosat/node/44/855"
"Bolivia","FL-2007-000012-BOL",2007-02-12,"Hydrology Maps Overview for El Beni Department, Bolivia","http://www.unitar.org/unosat/node/44/854"
"Bolivia","FL-2007-000012-BOL",2007-02-12,"Hydrology Map Sheet: A1 for El Beni Department, Bolivia","http://www.unitar.org/unosat/node/44/853"
"Bolivia","FL-2007-000012-BOL",2007-02-12,"Hydrology Map Sheet: A2 for El Beni Department, Bolivia","http://www.unitar.org/unosat/node/44/852"
"Bolivia","FL-2007-000012-BOL",2007-02-12,"Hydrology Map Sheet: B1 for El Beni Department, Bolivia","http://www.unitar.org/unosat/node/44/851"
"Bolivia","FL-2007-000012-BOL",2007-02-12,"Hydrology Map Sheet: B2 for El Beni Department, Bolivia","http://www.unitar.org/unosat/node/44/850"
"Bolivia","FL-2007-000012-BOL",2007-02-12,"Hydro Atlas for Santa Cruz Department, Bolivia v1.0 (PDF)","http://www.unitar.org/unosat/node/44/849"
"Bolivia","FL-2007-000012-BOL",2007-02-12,"Hydrology Map Overview for Santa Cruz Department, Bolivia","http://www.unitar.org/unosat/node/44/848"
"Bolivia","FL-2007-000012-BOL",2007-02-12,"Hydrology Map Sheet: C1 for Santa Cruz Department, Bolivia","http://www.unitar.org/unosat/node/44/847"
"Bolivia","FL-2007-000012-BOL",2007-02-12,"Hydrology Map Sheet: C2 for Santa Cruz Department, Bolivia","http://www.unitar.org/unosat/node/44/846"
"Bolivia","FL-2007-000012-BOL",2007-02-12,"Hydrology Map Sheet: D1 for Santa Cruz Department, Bolivia","http://www.unitar.org/unosat/node/44/845"
"Bolivia","FL-2007-000012-BOL",2007-02-12,"Hydrology Map Sheet: D2 for Santa Cruz Department, Bolivia","http://www.unitar.org/unosat/node/44/844"
"Burkina Faso","FL-2009-000172-BFA",2009-09-09,"Overview of Flood - Affected Sectors in Ouagadougou, Burkina Faso","http://www.unitar.org/unosat/node/44/1376"
"Burundi","FL20140211BDI",2014-02-17,"Damage Assessment, Kinama & kamenge Areas of Bujumbura, Burundi","http://www.unitar.org/unosat/node/44/1937"
"Burundi","FL20140211BDI",2014-02-15,"Storm Damage, Kinama Area of Bujumbura, Burundi","http://www.unitar.org/unosat/node/44/1935"
"Cambodia","FL20131021KHM",2013-10-29,"Update 3: Flood Waters Over Phnom Penh City, Cambodia","http://www.unitar.org/unosat/node/44/1852"
"Cambodia","FL20131021KHM",2013-10-28,"Update 2: Flood Waters Over Kandal Province, Cambodia","http://www.unitar.org/unosat/node/44/1848"
"Cambodia","FL20131021KHM",2013-10-25,"Flood Waters Over Western Cambodia","http://www.unitar.org/unosat/node/44/1847"
"Cambodia","FL20131021KHM",2013-10-25,"Update: Flood Waters Over Phnom Penh, Cambodia","http://www.unitar.org/unosat/node/44/1846"
"Cambodia","FL20131021KHM",2013-10-24,"Flood Waters Over Phnom Penh, Cambodia","http://www.unitar.org/unosat/node/44/1841"
"Cambodia","FL20131021KHM",2013-10-23,"Flood Waters Over Northern Phnom Penh, Cambodia","http://www.unitar.org/unosat/node/44/1840"
"Cambodia","FL20131021KHM",2013-10-23,"Overview of Flood Waters Along Tonle Sap Lake, Cambodia","http://www.unitar.org/unosat/node/44/1839"
"Cambodia","FL-2011-000148-KHM",2011-11-09,"Overview of Flood Waters along Tonle Sap Lake, Cambodia","http://www.unitar.org/unosat/node/44/1614"
"Cambodia","FL-2011-000148-KHM",2011-10-18,"Flood Waters over Phnom Penh and Kandal Districts, Cambodia","http://www.unitar.org/unosat/node/44/1604"
"Cambodia","FL-2008-000131-LAO",2008-08-27,"Mekong river flood water for Phnom Penh and surrounding Region","http://www.unitar.org/unosat/node/44/1256"
"Cape Verde","VO20141124CPV",2014-11-28,"Pico de Fogo Volcanic Eruption, Fogo Island, Cape Verde","http://www.unitar.org/unosat/node/44/2111?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps"
"Cape Verde","VO20141124CPV",2014-11-26,"Pico de Fogo Volcanic Eruption, Fogo Island, Cape Verde","http://www.unitar.org/unosat/node/44/2108?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps"
"Central African Republic","CE20131212CAF",2014-10-28,"LIVE Map - Central African Republic Damage Assesment","http://www.unitar.org/unosat/node/44/2082?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps"
"Central African Republic","CE20131212CAF",2014-07-08,"Damage Assessment in Marcounda Sub-Prefecture, Central African Republic","http://www.unitar.org/unosat/node/44/2027"
"Central African Republic","CE20131212CAF",2014-07-02,"Damage Assesment in Bangui, Central African Republic","http://www.unitar.org/unosat/node/44/2024"
"Central African Republic","CE20131212CAF",2014-06-26,"IDP Settlement, M'Poko Airport, Bangui, Central African Republic","http://www.unitar.org/unosat/node/44/2020"
"Central African Republic","CE20131212CAF",2014-06-23,"Damage Assessment in Paoua, OuhamPende, Central African Republic","http://www.unitar.org/unosat/node/44/2016"
"Central African Republic","CE20131212CAF",2014-06-19,"Sido Refugee Camp, Moyen - Chari Region, Republic of Chad","http://www.unitar.org/unosat/node/44/2014"
"Central African Republic","CE20131212CAF",2014-06-03,"Sido Refugee Camp, Moyen - Chari Region, Republic of Chad","http://www.unitar.org/unosat/node/44/2002"
"Central African Republic","CE20131212CAF",2014-05-16,"Damage Assessment in Benengue, Ombella MPoko Province, Central African Republic","http://www.unitar.org/unosat/node/44/1993"
"Central African Republic","CE20131212CAF",2014-03-14,"Destruction in Bossangoa Area, Ouham, Central African Republic","http://www.unitar.org/unosat/node/44/1957"
"Central African Republic","CE20131212CAF",2014-03-14,"Damage Assesment in Bouar, Nana Membere Province, Central African republic","http://www.unitar.org/unosat/node/44/1956"
"Central African Republic","CE20131212CAF",2014-03-07,"Damage Assesment in Bangui, Central African Republic","http://www.unitar.org/unosat/node/44/1952"
"Central African Republic","CE20131212CAF",2014-03-07,"IDP Settlement, MPoko Airport, Bangui, Central African Republic","http://www.unitar.org/unosat/node/44/1951"
"Central African Republic","CE20131212CAF",2014-03-07,"IDP Settlement, M Poko Airport, Bangui, Central African Republic","http://www.unitar.org/unosat/node/44/1950"
"Central African Republic","CE20131212CAF",2014-02-19,"Damage Assesment in Bouar, Nana Membere Province, Central African republic","http://www.unitar.org/unosat/node/44/1942"
"Central African Republic","CE20131212CAF",2014-02-19,"Destruction in Bossangoa Area, Ouham, Central African Republic","http://www.unitar.org/unosat/node/44/1940"
"Central African Republic","CE20131212CAF",2014-02-13,"Destructions dans la zone de Bozoum, Ouham-Pendé","http://www.unitar.org/unosat/node/44/1933"
"Central African Republic","CE20131212CAF",2014-02-11,"Destruction in Bozoum Area, Ouham-Pende, Central African Republic","http://www.unitar.org/unosat/node/44/1931"
"Central African Republic","CE20131212CAF",2014-01-24,"IDP Settlement, M Poko Airport, Bangui, Central African Republic","http://www.unitar.org/unosat/node/44/1926"
"Central African Republic","CE20131212CAF",2014-01-07,"Bossangoa IDP Camp Locations, Ouham Province, Central African Republic","http://www.unitar.org/unosat/node/44/1904"
"Central African Republic","CE20131212CAF",2013-12-31,"IDP Settlement, M Poko Airport, Bangui, Central African Republic","http://www.unitar.org/unosat/node/44/1899"
"Central African Republic","CE20131212CAF",2013-12-17,"IDP Settlement, M Poko Airport, Bangui, Central African Republic","http://www.unitar.org/unosat/node/44/1888"
"Central African Republic","CE20131212CAF",2013-12-14,"Bossangoa IDP Camp Location, Ouham Province, Central African Republic","http://www.unitar.org/unosat/node/44/1887"
"Chad","RC-2013-0715-TD",2013-08-12,"Inundated Area from 1999 to June 2013, Sila region, Fongoro District, Chad","http://www.unitar.org/unosat/node/44/1796"
"Chad","RC-2013-0715-TD",2013-08-12,"Zones inondees de 1999 jusqu a Juin 2013, Region de Sila, District de Fongoro, Chad","http://www.unitar.org/unosat/node/44/1795"
"Chad","RC-2013-0715-TD",2013-08-09,"Drainage Network and Infrastructure, Fongoro District, Sila Region, Chad","http://www.unitar.org/unosat/node/44/1794"
"Chad","RC-2013-0715-TD",2013-08-09,"Reseau de drainage et infrastructures, District de Fongoro, Region de Sila, Chad","http://www.unitar.org/unosat/node/44/1793"
"Chad","RC-2013-0715-TD",2013-08-09,"Vegetation Cover in Fongoro District, Sila Region, Chad","http://www.unitar.org/unosat/node/44/1792"
"Chad","RC-2013-0715-TD",2013-08-09,"Couvert vegetal dans le district de Fongoro, Region de Sila, Chad","http://www.unitar.org/unosat/node/44/1791"
"Chad","RC-2013-0715-TD",2013-08-09,"Inundated Areas from 1999 to June 2013, Sila Region, Fongoro District, Chad","http://www.unitar.org/unosat/node/44/1790"
"Chad","RC-2013-0715-TD",2013-08-09,"Zones inondees de 1999 jusqu a Juin 2013, zone d Abgadam et d Armawaha, District de Fongoro, Region de Sila, Chad","http://www.unitar.org/unosat/node/44/1789"
"Chad","RC-2013-0715-TD",2013-08-09,"Vegetation Cover, Abgadam and Armawaha Area, Fongoro District, Sila Region, Chad","http://www.unitar.org/unosat/node/44/1788"
"Chad","RC-2013-0715-TD",2013-08-09,"Couvert Vegetal dans la zone d Abgadam et d Armawaha, District de Fongoro, Region de Sila, Chad","http://www.unitar.org/unosat/node/44/1787"
