"page_url","country_name","glide_id","dataset_date","page_name","title","img_url","url_1","url_2","url_3","url_4","url_5","url_6","n_product_links","notes"
"http://www.unitar.org/unosat/node/44/1007","Dominican Republic","TC-2007-000198-DOM","2007-11-01","Densidad Estimada de Población en República Dominicana y Haiti","Densidad Estimada de Población en República Dominicana y Haiti","http://maps.unosat.org/DO/Oct2007_Hurrican_Noel/UNOSAT_Tormenta_Tropical_Noel_DensidadPob_Oct2007_Lowres_icon.jpg","http://maps.unosat.org/DO/Oct2007_Hurrican_Noel/UNOSAT_Tormenta_Tropical_Noel_DensidadPob_Oct2007_Lowres.jpg","http://maps.unosat.org/DO/Oct2007_Hurrican_Noel/UNOSAT_Tormenta_Tropical_Noel_DensidadPob_Oct2007_Highres.jpeg",NA,NA,NA,NA,2,"Este mapa ilustra la trayectoria aproximada de la tormenta tropical ""Noel"" y la densidad estimada de población (2004) en las provincias afectadas de la República Dominicana. La densidad de población ha sido estimada para 2004 y fue realizada por el Laboratorio Nacional Americano de Oak Ridge. Se trata de un análisis preliminar que aún no ha sido validado sobre el terreno.
Escala del Mapa para A2: 1 :1000,000 
Proyección: Lambert Cónica Conforme 
Datum: WGS84 
"
"http://www.unitar.org/unosat/node/44/101","Nepal","FL-2004-000051-NPL","2003-08-24","FLOODS: Dhading area - Zone 2","FLOODS: Dhading area - Zone 2","http://maps.unosat.org/NP/FloodMapZone2_icon.jpg","http://www.disasterscharter.org/home","http://maps.unosat.org/NP/FloodMapZone2.jpg",NA,NA,NA,NA,2,"Flood area extent from SPOT 5 (15/08/2003)"
"http://www.unitar.org/unosat/node/44/102","Nepal","FL-2004-000051-NPL","2003-08-24","FLOODS: Dhading area - Zone 3","FLOODS: Dhading area - Zone 3","http://maps.unosat.org/NP/FloodMapZone3_icon.jpg","http://www.disasterscharter.org/home","http://maps.unosat.org/NP/FloodMapZone3.jpg",NA,NA,NA,NA,2,"Flood area extent from SPOT 5 (15/08/2003)"
"http://www.unitar.org/unosat/node/44/1025","Dominican Republic","TC-2007-000198-DOM","2007-11-03","Areas pobladas potencialmente afectadas por las inundaciones causadas por la tormenta tropical Noel","Areas pobladas potencialmente afectadas por las inundaciones causadas por la tormenta tropical Noel","http://maps.unosat.org/DO/Oct2007_Hurrican_Noel/UNOSAT_Tropical_Storm_Noel_Duarte_Oct2007_Spanish_Lowres_icon.jpg","http://www.disasterscharter.org/home","http://maps.unosat.org/DO/Oct2007_Hurrican_Noel/UNOSAT_Tropical_Storm_Noel_Duarte_Oct2007_Spanish_Lowres.jpg","http://maps.unosat.org/DO/Oct2007_Hurrican_Noel/UNOSAT_Tropical_Storm_Noel_Duarte_Oct2007_Spanish_Highres.jpeg",NA,NA,NA,3,"Este mapa muestra sitios poblados, edificaciones simples, caminos y puentes potencialmente afectados por inundaciones (zonas en rojo) causadas por la tormenta tropical ""Noel"" en la Provincia Duarte, República Dominicana. Este es un análisis preliminar y no ha sido aún validado en el terreno.
Escala del Mapa para A3: 1 :125,000
Proyección: UTM Zona 19 Norte
Datum: WGS84"
"http://www.unitar.org/unosat/node/44/1026","Mexico","FL-2007-000200-MEX","2007-11-06","Identificación de zonas inundadas en el Estado de Tabasco, Mexico","Identificación de zonas inundadas en el Estado de Tabasco, Mexico","http://maps.unosat.org/MX/Tabasco_Inundations_Nov2007/UNOSAT_Tabasco_Nov2007_A3_Spanish_lowres_icon.jpg","http://maps.unosat.org/MX/Tabasco_Inundations_Nov2007/UNOSAT_Tabasco_Nov2007_A3_Spanish_lowres.jpg","http://maps.unosat.org/MX/Tabasco_Inundations_Nov2007/UNOSAT_Tabasco_Nov2007_A3_Spanish_highres.jpeg",NA,NA,NA,NA,2,"Este mapa muestra zonas inundadas detectadas a partir de imágenes MODIS captadas entre el 3 y 5 de Nov. 2007. La información obtenida ha sido comparada con los cuerpos de agua derivados de datos MODIS del 17 Abril 2007. Este es un análisis preliminar y no ha sido aún validado en el terreno. 
Escala del Mapa para A3: 1 : 750,000
Proyección: UTM Zona 15 Norte
Datum: WGS84
Producción del Mapa: UNOSAT (6 Nov. 2007)"
"http://www.unitar.org/unosat/node/44/1027","Dominican Republic","TC-2007-000198-DOM","2007-11-08","Areas pobladas potencialmente afectadas por las inundaciones en las provincias de Duarte y Trinidad","Areas pobladas potencialmente afectadas por las inundaciones en las provincias de Duarte y Trinidad","http://maps.unosat.org/DO/Oct2007_Hurrican_Noel/Cyclone_Noel_Duarte_Nov2007_Spanish_V1_1_lowres_icon.jpg","http://www.disasterscharter.org/home","http://maps.unosat.org/DO/Oct2007_Hurrican_Noel/Cyclone_Noel_Duarte_Nov2007_Spanish_V1_1_highres.jpeg","http://maps.unosat.org/DO/Oct2007_Hurrican_Noel/Cyclone_Noel_Duarte_Nov2007_Spanish_V1_1_lowres.jpg",NA,NA,NA,3,"Este mapa muestra sitios poblados, edificaciones simples, caminos y puentes potencialmente afectados por inundaciones (zonas en rojo) causadas por la tormenta tropical ""Noel"" en las Provincias Duarte y Trinidad, República Dominicana. Este es un análisis preliminar y no ha sido aún validado en el terreno.
Escala del Mapa para A3: 1 :150,000
Proyección: UTM Zona 19 Norte
Datum: WGS84
Producción del Mapa: UNOSAT (8 Nov. 2007)"
"http://www.unitar.org/unosat/node/44/1028","Dominican Republic","TC-2007-000198-DOM","2007-11-08","Areas pobladas potencialmente afectadas por inundaciones en la provincia de Santo Domingo","Areas pobladas potencialmente afectadas por inundaciones en la provincia de Santo Domingo","http://maps.unosat.org/DO/Oct2007_Hurrican_Noel/Cyclone_Noel_StDomingo_Nov2007_Spanish_V1_0_lowres_icon.jpg","http://www.disasterscharter.org/home","http://maps.unosat.org/DO/Oct2007_Hurrican_Noel/Cyclone_Noel_StDomingo_Nov2007_Spanish_V1_0_highres.jpeg","http://maps.unosat.org/DO/Oct2007_Hurrican_Noel/Cyclone_Noel_StDomingo_Nov2007_Spanish_V1_0_lowres.jpg",NA,NA,NA,3,"Este mapa muestra sitios poblados, edificaciones simples, caminos y puentes potencialmente afectados por inundaciones (zonas en rojo) causadas por la tormenta tropical ""Noel"" en la Provincia Santo Domingo, República Dominicana. Este es un análisis preliminar y no ha sido aún validado en el terreno.
Escala del Mapa para A3: 1 :200,000
Proyección: UTM Zona 19 Norte
Datum: WGS84
Producción del Mapa: UNOSAT (8 Nov. 2007)"
"http://www.unitar.org/unosat/node/44/1029","Mexico","FL-2007-000200-MEX","2007-11-09","Densidad Estimada de Población en las Zonas Inundadas en Tabasco, Mexico","Densidad Estimada de Población en las Zonas Inundadas en Tabasco, Mexico","http://maps.unosat.org/MX/Tabasco_Inundations_Nov2007/UNOSAT_pop_dens_Tabasco_Nov2007_A3_Spanish_lowres_icon.jpg","http://maps.unosat.org/MX/Tabasco_Inundations_Nov2007/UNOSAT_pop_dens_Tabasco_Nov2007_A3_Spanish_highres.jpeg","http://maps.unosat.org/MX/Tabasco_Inundations_Nov2007/UNOSAT_pop_dens_Tabasco_Nov2007_A3_Spanish_lowres.jpg",NA,NA,NA,NA,2,"Este mapa muestra la densidad estimada de población para las zonas inundadas derivadas a partir de imágenes MODIS captadas entre el 3 y 5 de Nov. 2007. La información obtenida ha sido comparada con los cuerpos de agua derivados de datos MODIS del 17 Abril 2007. Este es un análisis preliminar y no ha sido aún validado en el terreno. 
Escala del Mapa para A3: 1 / 750,000
Proyección: UTM Zona 15 N
Datum: WGS84 
Producción del Mapa: UNOSAT (8 Nov. 2007)"
"http://www.unitar.org/unosat/node/44/103","Nepal","FL-2004-000051-NPL","2003-08-24","FLOODS: Dhading area - Zone 4","FLOODS: Dhading area - Zone 4","http://maps.unosat.org/NP/FloodMapZone4_icon.jpg","http://www.disasterscharter.org/home","http://maps.unosat.org/NP/FloodMapZone4.jpg",NA,NA,NA,NA,2,"Flood area extent from SPOT 5 (15/08/2003)"
"http://www.unitar.org/unosat/node/44/1030","Bangladesh","TC-2007-000208-BGD","2007-11-16","Estimated Population Density over Bangladesh","Estimated Population Density over Bangladesh","http://maps.unosat.org/BD/Floods2007/UNOSAT_Bangladesh_Denspop_15Nov2007_lowres_v1_0_icon.jpg","http://maps.unosat.org/BD/Floods2007/UNOSAT_Bangladesh_Denspop_15Nov2007_highres_v1_0.jpeg","http://maps.unosat.org/BD/Floods2007/UNOSAT_Bangladesh_Denspop_15Nov2007_lowres_v1_0.jpg",NA,NA,NA,NA,2,"This map provides a basic overview of the populated areas, infrastructure. These population estimates have been obtained from the LandScan 2004 global dataset. This is a preliminary analysis and has not yet been validated in the field."
"http://www.unitar.org/unosat/node/44/1031","Bangladesh","TC-2007-000208-BGD","2007-11-23","""Sidr"" Storm Surge Impact - Barisal Division, Bangladesh","""Sidr"" Storm Surge Impact - Barisal Division, Bangladesh","http://maps.unosat.org/BD/Floods2007/DLR_20071119_bangladesh_cyclon_barisal_low_icon.jpg","http://www.disasterscharter.org/home","http://maps.unosat.org/BD/Floods2007/DLR_20071119_bangladesh_cyclon_barisal_low.jpg","http://maps.unosat.org/BD/Floods2007/DLR_20071119_bangladesh_cyclon_barisal_medium.jpeg",NA,NA,NA,3,"This map displays a water surface mask derived from TerraSAR-X data acquired on 18 November 2007 for a region in the central part of the division Barisal. Additionally, moist areas, potentially due to flooding, were derived through visual interpretation based on SPOT4 imagery acquired on 19 November 2007."
"http://www.unitar.org/unosat/node/44/1032","Bangladesh","TC-2007-000208-BGD","2007-11-26","""Sidr"" Storm Surge Impact - Jhalakhati, Barisal Division, Bangladesh","""Sidr"" Storm Surge Impact - Jhalakhati, Barisal Division, Bangladesh","http://maps.unosat.org/BD/Floods2007/DLR_20071120_bangladesh_cyclon_jalakhati_ikonos_low_icon.jpg","http://www.disasterscharter.org/home","http://maps.unosat.org/BD/Floods2007/DLR_20071120_bangladesh_cyclon_jalakhati_ikonos_low.jpg","http://maps.unosat.org/BD/Floods2007/DLR_20071120_bangladesh_cyclon_jalakhati_ikonos_medium.jpeg",NA,NA,NA,3,"This map shows the town of Jalakhati in the central part of the division Barisal. Moist areas are highlighted to show the regions where the storm surge possibly flooded the ground. This information was visually interpreted from SPOT4 NIR and SWIR data, acquired on 19 November 2007."
"http://www.unitar.org/unosat/node/44/1033?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps","Philippines","TC-2007-000211-PHL","2007-11-26","Estimated Population Density over Typhoon Affected Luzon Island","Estimated Population Density over Typhoon Affected Luzon Island","http://maps.unosat.org/PH/2007Nov_typhoon_mitag/UNOSAT_Typhoon_Mitag_Pop_Density_26Nov2007_lowres_icon.jpg","http://maps.unosat.org/PH/2007Nov_typhoon_mitag/UNOSAT_Typhoon_Mitag_Pop_Density_26Nov2007_lowres.jpg","http://maps.unosat.org/PH/2007Nov_typhoon_mitag/UNOSAT_Typhoon_Mitag_Pop_Density_26Nov2007_highres.jpeg",NA,NA,NA,NA,2,"This map illustrates the approximate track of Typhoon Mitag (""Mina"" in the Philippines) and the population density (2004) across the affected provinces of Cagayan, Apayao, Ilocos Norte, Isabela and Aurora. Typhoon Mitag made landfall at Cagayan on 25/11/2007.
Map Scale for A3 Printouts: 1:1,500,000
Projection: UTM, Zone 51 North
Datum: WGS 1984"
"http://www.unitar.org/unosat/node/44/1034?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps","Philippines","TC-2007-000211-PHL","2007-11-26","Typhoon Mitag (Mina) Path over Affected Northern Provinces of Luzon, Philippines","Typhoon Mitag (Mina) Path over Affected Northern Provinces of Luzon, Philippines","http://maps.unosat.org/PH/2007Nov_typhoon_mitag/UNOSAT_Typhoon_Mitag_Overview_Map_Luzon_26Nov2007_Lowres_icon.jpg","http://maps.unosat.org/PH/2007Nov_typhoon_mitag/UNOSAT_Typhoon_Mitag_Overview_Map_Luzon_26Nov2007_Lowres.jpg","http://maps.unosat.org/PH/2007Nov_typhoon_mitag/UNOSAT_Typhoon_Mitag_Overview_Map_Luzon_26Nov2007_highres.jpeg",NA,NA,NA,NA,2,"This map illustrates the approximate track of Typhoon Mitag (""Mina"" in the Philippines) and the land elevation across the affected provinces of Cagayan, Apayao, Ilocos Norte, Isabela and Aurora. Typhoon Mitag made landfall at Cagayan on 25/11/2007. 
Map scale for A3 prints 1:1,000,000
Projection: UTM zone 51N
Datum: WGS-84"
"http://www.unitar.org/unosat/node/44/1035","Kenya","CE-2008-000001-KEN","2008-01-03","Active Fire Locations in Rift Valley Province Following Kenyan National Elections","Active Fire Locations in Rift Valley Province Following Kenyan National Elections","http://maps.unosat.org/KE/2008/UNOSAT_Kenya_Election_Fire_Map_lowresv1_icon.jpg","http://maps.unosat.org/KE/2008/UNOSAT_Kenya_Election_Fire_Map_lowresv1.pdf","http://maps.unosat.org/KE/2008/UNOSAT_Kenya_Election_Fire_Map_highresv1.pdf",NA,NA,NA,NA,2,"This map illustrates the detected active fire locations within the Rift Valley Province in western Kenya following the national elections on 27 December 2007. These fire locations were detected by the MODIS Aqua and Terra satellites covering the time period from 27 December to 2 January 2008. An evaluation has been made of the chronology and spatial context of this data, and it is probable that a majority of detected fires (peaking on 1 January 2008) are directly or indirectly linked to the electoral civil unrest. Please note that this fire data product does not discriminate between normally-occurring fires (e.g. slash and burn agriculture) and those resulting from arson or conflict, and therefore contains a large degree of uncertainty as to the cause. Also note that this fire product has not recorded all active fires for this area because of limited duration / area affected, and because of gaps in collection on 31 December 2007 and 2 January 2008.
"
"http://www.unitar.org/unosat/node/44/1036","Kenya","CE-2008-000001-KEN","2008-01-04","Chronology of Fire Locations in Rift Valley Province Following Kenyan National Elections","Chronology of Fire Locations in Rift Valley Province Following Kenyan National Elections","http://maps.unosat.org/KE/2008/UNOSAT_Kenya_Election_Fire_Chronology_Map_lowresv1_icon.jpg","http://maps.unosat.org/KE/2008/UNOSAT_Kenya_Election_Fire_Chronology_Map_lowresv1.pdf","http://maps.unosat.org/KE/2008/UNOSAT_Kenya_Election_Fire_Chronology_Map_highresv1.pdf",NA,NA,NA,NA,2,"This map depicts the chronology of detected active fire locations within the Rift Valley Province in western Kenya following the national elections on 27 Dec.2007. These fire locations were detected by the MODIS satellites covering the time period from 27 Dec.  to 3 Jan.2008, and organized into 4 maps each covering a 2 day period. An evaluation has been made of the chronology and spatial context of this data, and it is probable that a majority of detected fires (peaking on 1 January 2008) are directly or indirectly linked to the electoral civil unrest. Please note that this fire data product does not discriminate between normally-occurring fires (e.g. slash and burn agriculture) and those resulting from arson or conflict, and therefore contains a large degree of uncertainty as to the cause. Also note that this product has not recorded all fires in this area because of limited duration / area affected, and because of gaps in collection on 31 Dec. 2007 and 2 Jan. 2008."
"http://www.unitar.org/unosat/node/44/1037?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps","Mozambique","FL-2008-000004-MOZ","2008-01-09","Map of Flood Waters over the Affected Districts of Buzi and Beira, Sofala Province, Mozambique","Map of Flood Waters over the Affected Districts of Buzi and Beira, Sofala Province, Mozambique","http://maps.unosat.org/MZ/Floods2008/UNOSAT_Mozambique_Floods_Buzi_Beria_4Jan08_Lowres_v1_icon.jpg","http://maps.unosat.org/MZ/Floods2008/UNOSAT_Mozambique_Floods_Buzi_Beria_4Jan08_Lowres_v1.pdf","http://maps.unosat.org/MZ/Floods2008/UNOSAT_Mozambique_Floods_Buzi_Beria_4Jan08_Highres_v1.pdf",NA,NA,NA,NA,2,"This map illustrates satellite-detected flood waters over the affected districts in central Mozambique. Flooded areas are sorted into 2 classes: Red areas represent standing flood waters identified with a high degree of confidence. Yellow areas represent flood-affected areas, possibly covered with standing water, identified with a lower degree of confidence. The total area flooded per district is calculated in km2. Flood analysis was made using MODIS imagery from 4 January 2008. Additional pre-flood MODIS imagery from 24Nov2007 (in blue) was used in this analysis. Rainfall estimate was derived from the Tropical Rainfall Monitoring Mission (TRMM) precipitation dataset at a spatial resolution of approximately 25km for this region.This flood detection is a preliminary analysis & has not yet been validated in the field. Map Scale for A3: 1:700,000.Projection : UTM, Zone 36 South."
"http://www.unitar.org/unosat/node/44/1038?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps","Mozambique","FL-2008-000004-MOZ","2008-01-10","Flood Waters over the Affected Districts of Caia and Mutarara, Sofala & Tete Provinces, Mozambique","Flood Waters over the Affected Districts of Caia and Mutarara, Sofala & Tete Provinces, Mozambique","http://maps.unosat.org/MZ/Floods2008/UNOSAT_Mozambique_Floods_Caja_Mutarara_4Jan08_Lowres_v1_icon.jpg","http://maps.unosat.org/MZ/Floods2008/UNOSAT_Mozambique_Floods_Caja_Mutarara_4Jan08_Lowres_v1.pdf","http://maps.unosat.org/MZ/Floods2008/UNOSAT_Mozambique_Floods_Caja_Mutarara_4Jan08_Highres_v1.pdf",NA,NA,NA,NA,2,"This map illustrates satellite-detected flood waters over the affected districts in central Mozambique. Flooded areas have been sorted into 2 classes: Red areas represent standing flood waters identified with a high degree of confidence. Yellow areas represent flood-affected areas, possibly covered with standing water, identified with a lower degree of confidence. The total area flooded per district has been calculated in km2. Flood analysis was made using MODIS Terra & Aqua data recorded 4 January 2008. Additional pre-flood MODIS imagery from November 2007 represented in blue) was used in this analysis. The rainfall estimate was derived from the Tropical Rainfall Monitoring Mission (TRMM) precipitation dataset at a spatial resolution of approximately 25km for this region. Map Scale for A3: 1:700,000"
