"page_url","country_name","glide_id","dataset_date","page_name","title","img_url","url_1","url_2","url_3","url_4","url_5","url_6","n_product_links","notes","url_2_format","url_3_format","url_4_format","url_5_format","url_6_format","dataset_name","license_title","author","author_email","maintainer","maintainer_email","package_creator","private","methodology_other","caveats","license_other","methodology","dataset_source","license_id","owner_org","group_id","tag","tag_1","tag_2","tag_3","tag_4","file_name_1","file_name_2","file_name_3","file_name_4","file_name_5","file_name_6"
"http://www.unitar.org/unosat/node/44/1751?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps","Syria","CE-2011-000181-SYR","2013-06-07","Atmeh IDP Camp in Harem District, IDLIB Governate, Syria","Geodata of Atmeh IDP Camp in Harem District, IDLIB Governate, Syria","http://maps.unosat.org/SY/CE-2011-0704-SYR/UNOSAT_AtmehCamp_CE20110704SYR_10May2013_v1b.jpg","http://maps.unosat.org/SY/CE-2011-0704-SYR/UNOSAT_AtmehCamp_CE20110704SYR_10May2013_v1b.pdf","http://unosat-maps.web.cern.ch/unosat-maps/SY/CE-2011-0704-SYR/Atmeh_20130510.gdb.zip",NA,NA,NA,NA,2,"This map illustrates satellite-detected shelters and other buildings at the Atmeh refugee camp in Idlib Governorate, Syria. As of 10 May 2013, a total of 3,380 shelters were detected as well as 68 infrastructure and support buildings within the 64 hectares of the camp. This represents an increase in shelters of 42% since the previous UNOSAT analysis using an image from 9 March 2013. In addition, two distinct camp areas are now visible. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR / UNOSAT.","GDB",NA,NA,NA,NA,"geodata-of-atmeh-idp-camp-in-harem-district-idlib-governate-syria","hdx-other","unosat","emergencymapping@unosat.org","unosat","emergencymapping@unosat.org","unosat",TRUE,NA,NA,NA,"Other","UNOSAT","hdx-other","un-operational-satellite-appplications-programme-unosat","syr","Complex Emergency","CE-2011-000181-SYR","geodata","shapefiles","geodatabase","CE-2011-0704-SYR/UNOSAT_AtmehCamp_CE20110704SYR_10May2013_v1b.pdf","unosat-maps/SY/CE-2011-0704-SYR/Atmeh_20130510.gdb.zip",NA,NA,NA,NA
"http://www.unitar.org/unosat/node/44/1752?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps","Syria","CE-2011-000181-SYR","2013-06-10","Jarabulus IDP Camp, Aleppo Governorate, Syria","Geodata of Jarabulus IDP Camp, Aleppo Governorate, Syria","http://maps.unosat.org/SY/CE-2011-0704-SYR/UNOSAT_JarabulusCamp_CE20110704SYR_22May2013_v1b.jpg","http://maps.unosat.org/SY/CE-2011-0704-SYR/UNOSAT_JarabulusCamp_CE20110704SYR_22May2013_v1b.pdf","http://unosat-maps.web.cern.ch/unosat-maps/SY/CE-2011-0704-SYR/Jarabulus_20130522.gdb.zip",NA,NA,NA,NA,2,"This map illustrates satellite-detected shelters and other buildings at the IDP Camp in the town of Jarabulus, Aleppo Governorate, Syria. As of 22 May 2013 and using an image acquired by the WorldView-2 satellite, a total of 192 shelters were detected as well as 6 administrative support buildings within the 1.4 hectare camp. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR / UNOSAT.","GDB",NA,NA,NA,NA,"geodata-of-jarabulus-idp-camp-aleppo-governorate-syria","hdx-other","unosat","emergencymapping@unosat.org","unosat","emergencymapping@unosat.org","unosat",TRUE,NA,NA,NA,"Other","UNOSAT","hdx-other","un-operational-satellite-appplications-programme-unosat","syr","Complex Emergency","CE-2011-000181-SYR","geodata","shapefiles","geodatabase","CE-2011-0704-SYR/UNOSAT_JarabulusCamp_CE20110704SYR_22May2013_v1b.pdf","unosat-maps/SY/CE-2011-0704-SYR/Jarabulus_20130522.gdb.zip",NA,NA,NA,NA
"http://www.unitar.org/unosat/node/44/1753?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps","Syria","CE-2011-000181-SYR","2013-06-10","Qah IDP Camp in Harem District, Idleb Governorate, Syria","Geodata of Qah IDP Camp in Harem District, Idleb Governorate, Syria","http://maps.unosat.org/SY/CE-2011-0704-SYR/UNOSAT_QahCamp_CE20110704SYR_10May2013_v1.jpg","http://maps.unosat.org/SY/CE-2011-0704-SYR/UNOSAT_QahCamp_CE20110704SYR_10May2013_v1.pdf","http://unosat-maps.web.cern.ch/unosat-maps/SY/CE-2011-0704-SYR/Qah_20130510.gdb.zip",NA,NA,NA,NA,2,"This map illustrates satellite-detected shelters and other buildings at the Qah refugee camp in Harem District in Syria. As of 10 May 2013, a total of 585 shelters were detected as well as 16 administrative and support buildings within the 4.5 hectares of the camp. This represents an increase of 22% in the number of shelters when compared to the previous UNOSAT analysis done using an image from 9 March 2013. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR / UNOSAT.","GDB",NA,NA,NA,NA,"geodata-of-qah-idp-camp-in-harem-district-idleb-governorate-syria","hdx-other","unosat","emergencymapping@unosat.org","unosat","emergencymapping@unosat.org","unosat",TRUE,NA,NA,NA,"Other","UNOSAT","hdx-other","un-operational-satellite-appplications-programme-unosat","syr","Complex Emergency","CE-2011-000181-SYR","geodata","shapefiles","geodatabase","CE-2011-0704-SYR/UNOSAT_QahCamp_CE20110704SYR_10May2013_v1.pdf","unosat-maps/SY/CE-2011-0704-SYR/Qah_20130510.gdb.zip",NA,NA,NA,NA
"http://www.unitar.org/unosat/node/44/1754?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps","Syria","CE-2011-000181-SYR","2013-06-10","Taibah and Al Karama IDP camps in Harim Region, Idleb, Syria","Geodata of Taibah and Al Karama IDP camps in Harim Region, Idleb, Syria","http://maps.unosat.org/SY/CE-2011-0704-SYR/UNOSAT_TaibahKaramaCamps_CE20110704SYR_10May2013_v1.jpg","http://maps.unosat.org/SY/CE-2011-0704-SYR/UNOSAT_TaibahKaramaCamps_CE20110704SYR_10May2013_v1.pdf","http://unosat-maps.web.cern.ch/unosat-maps/SY/CE-2011-0704-SYR/Taibah_AlKarama_20130510.zip",NA,NA,NA,NA,2,"This map illustrates satellite-detected shelters and other buildings at the Taibah and al Karama refugee camps in Harim region in Syria. As of 10 May 2013, a total of 679 shelters and 24 admin support building were detected within the 3.9 ha of Al Karama Camp. A total of 97 shelters and 6 admin support building were detected within the 0.7 ha of Taibah camp as well as an extension of 0.3 ha is planned next to the principal camp. This is a preliminary analysis & has not yet been validated in the field. Please send ground feedback to UNITAR / UNOSAT.","ZIP",NA,NA,NA,NA,"geodata-of-taibah-and-al-karama-idp-camps-in-harim-region-idleb-syria","hdx-other","unosat","emergencymapping@unosat.org","unosat","emergencymapping@unosat.org","unosat",TRUE,NA,NA,NA,"Other","UNOSAT","hdx-other","un-operational-satellite-appplications-programme-unosat","syr","Complex Emergency","CE-2011-000181-SYR","geodata","shapefiles","geodatabase","CE-2011-0704-SYR/UNOSAT_TaibahKaramaCamps_CE20110704SYR_10May2013_v1.pdf","unosat-maps/SY/CE-2011-0704-SYR/Taibah_AlKarama_20130510.zip",NA,NA,NA,NA
"http://www.unitar.org/unosat/node/44/1755?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps","Syria","CE-2011-000181-SYR","2013-06-11","Al Nasser Camp in Harim District, Idlib Governorate, Syria","Geodata of Al Nasser Camp in Harim District, Idlib Governorate, Syria","http://maps.unosat.org/SY/CE-2011-0704-SYR/UNOSAT_AlNasserCamp_CE20110704SYR_10May2013_v1.jpg","http://maps.unosat.org/SY/CE-2011-0704-SYR/UNOSAT_AlNasserCamp_CE20110704SYR_10May2013_v1.pdf","http://unosat-maps.web.cern.ch/unosat-maps/SY/CE-2011-0704-SYR/AlNasser_20130510.gdb.zip",NA,NA,NA,NA,2,"This map illustrates satellite-detected shelters and other structures at the Al Nasser IDP camp in the Harim region of Syria. The camp is located approximately 8.5 kilometers from the city of Ad Dana. As of May 10, 2013, a total of 218 shelters were detected as well as 5 administrative and support structures within the 1.6 hectares of the camp. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR/UNOSAT.","GDB",NA,NA,NA,NA,"geodata-of-al-nasser-camp-in-harim-district-idlib-governorate-syria","hdx-other","unosat","emergencymapping@unosat.org","unosat","emergencymapping@unosat.org","unosat",TRUE,NA,NA,NA,"Other","UNOSAT","hdx-other","un-operational-satellite-appplications-programme-unosat","syr","Complex Emergency","CE-2011-000181-SYR","geodata","shapefiles","geodatabase","CE-2011-0704-SYR/UNOSAT_AlNasserCamp_CE20110704SYR_10May2013_v1.pdf","unosat-maps/SY/CE-2011-0704-SYR/AlNasser_20130510.gdb.zip",NA,NA,NA,NA
"http://www.unitar.org/unosat/node/44/1756?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps","Syria","CE-2011-000181-SYR","2013-06-13","Al Azraq Refugee Camp,  Az Zarqa Governorate, Jordan","Geodata of Al Azraq Refugee Camp,  Az Zarqa Governorate, Jordan","http://maps.unosat.org/SY/CE20130604SYR/UNOSAT_A3_AlAzraq_Roads_V2.jpg","http://maps.unosat.org/SY/CE20130604SYR/UNOSAT_A3_AlAzraq_Roads_V2.pdf","http://unosat-maps.web.cern.ch/unosat-maps/SY/CE20130604SYR/Azraq_20130529.zip",NA,NA,NA,NA,2,"This map illustrates the refugee camp currently under construction in Al Azraq, Jordan. As of 29 May 2013 some areas of the camp are under construction to accomodate shelters and administrative structures in coming months. Paved and unpaved roads have been created and some other tracks or trails define the transportation network in and around the camp. The current analysis extent does not cover the entirety of the planned refugee camp due to limitations in the source imagery; additional analysis by UNOSAT will attempt to include the entire camp area. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR / UNOSAT.","ZIP",NA,NA,NA,NA,"geodata-of-al-azraq-refugee-camp--az-zarqa-governorate-jordan","hdx-other","unosat","emergencymapping@unosat.org","unosat","emergencymapping@unosat.org","unosat",TRUE,NA,NA,NA,"Other","UNOSAT","hdx-other","un-operational-satellite-appplications-programme-unosat","syr","Complex Emergency","CE-2011-000181-SYR","geodata","shapefiles","geodatabase","UNOSAT_A3_AlAzraq_Roads_V2.pdf","unosat-maps/SY/CE20130604SYR/Azraq_20130529.zip",NA,NA,NA,NA
"http://www.unitar.org/unosat/node/44/1757?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps","Syria","CE-2011-000181-SYR","2013-06-13","Atmeh IDP Camp in Harem District, Idlib Governorate, Syria","Geodata of Atmeh IDP Camp in Harem District, Idlib Governorate, Syria","http://maps.unosat.org/SY/CE-2011-0704-SYR/UNOSAT_AtmehCamp_CE20110704SYR_10May2013_v1b.jpg","http://maps.unosat.org/SY/CE-2011-0704-SYR/UNOSAT_AtmehCamp_CE20110704SYR_10May2013_v1b.pdf","unosat-maps.web.cern.ch/unosat-maps/SY/CE-2011-0704-SYR/Atmeh_20130510.gdb.zip",NA,NA,NA,NA,2,"This map illustrates satellite-detected shelters and other buildings at the Atmeh refugee camp in Idlib Governorate, Syria. As of 10 May 2013, a total of 3,380 shelters were detected as well as 68 infrastructure and support buildings within the 64 hectares of the camp. This represents an increase in shelters of 42% since the previous UNOSAT analysis using an image from 9 March 2013. In addition, two distinct camp areas are now visible. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR / UNOSAT.","GDB",NA,NA,NA,NA,"geodata-of-atmeh-idp-camp-in-harem-district-idlib-governorate-syria","hdx-other","unosat","emergencymapping@unosat.org","unosat","emergencymapping@unosat.org","unosat",TRUE,NA,NA,NA,"Other","UNOSAT","hdx-other","un-operational-satellite-appplications-programme-unosat","syr","Complex Emergency","CE-2011-000181-SYR","geodata","shapefiles","geodatabase","CE-2011-0704-SYR/UNOSAT_AtmehCamp_CE20110704SYR_10May2013_v1b.pdf","unosat-maps/SY/CE-2011-0704-SYR/Atmeh_20130510.gdb.zip",NA,NA,NA,NA
"http://www.unitar.org/unosat/node/44/1759?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps","Syria","CE-2011-000181-SYR","2013-06-14","Domiz Refugee Camp,  Duhok Governorate, Iraq","Geodata of Domiz Refugee Camp,  Duhok Governorate, Iraq","http://maps.unosat.org/SY/CE20130604SYR/UNOSAT_A3_Domiz_Landscape_20130604.jpg","http://maps.unosat.org/SY/CE20130604SYR/UNOSAT_A3_Domiz_Landscape_20130604.pdf","http://unosat-maps.web.cern.ch/unosat-maps/SY/CE20130604SYR/Domiz_20130604.zip",NA,NA,NA,NA,2,"This map illustrates satellite-detected shelters and other buildings at the Domiz refugee camp in Duhok Governorate, Iraq. As of 4 June 2013 a total of 9,950 standard shelters were detected, 1,520 improvised structures likely being used for shelter and other purposes, and 1,094 infrastructure and support buildings. Domiz refugee camp is encircled by a fence that surrounds the perimeter of the camp and delineates the 147.76 hectares of the camp area. New expansion areas are also visible in the image as of 6 June 2013, indicating preparations are underway to accommodate increased numbers of refugees in the near future. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR/UNOSAT.","ZIP",NA,NA,NA,NA,"geodata-of-domiz-refugee-camp--duhok-governorate-iraq","hdx-other","unosat","emergencymapping@unosat.org","unosat","emergencymapping@unosat.org","unosat",TRUE,NA,NA,NA,"Other","UNOSAT","hdx-other","un-operational-satellite-appplications-programme-unosat","syr","Complex Emergency","CE-2011-000181-SYR","geodata","shapefiles","geodatabase","UNOSAT_A3_Domiz_Landscape_20130604.pdf","unosat-maps/SY/CE20130604SYR/Domiz_20130604.zip",NA,NA,NA,NA
"http://www.unitar.org/unosat/node/44/1762?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps","Syria","CE-2011-000181-SYR","2013-06-18","Bab Al Salame IDP Camp, A Zaz District, Aleppo Governorate, Syria","Geodata of Bab Al Salame IDP Camp, A Zaz District, Aleppo Governorate, Syria","http://maps.unosat.org/SY/CE-2011-0704-SYR/UNOSAT_BabAlSalameCamp_CE20110704SYR_29May2013_v3.jpg","http://maps.unosat.org/SY/CE-2011-0704-SYR/UNOSAT_BabAlSalameCamp_CE20110704SYR_29May2013_v3.pdf","http://unosat-maps.web.cern.ch/unosat-maps/SY/CE-2011-0704-SYR/BabAlSalame_20132905.gdb.zip",NA,NA,NA,NA,2,"This map illustrates satellite-detected shelters and other buildings at the Bab Al Salame IDP Camp in A Zaz District, Syria. As of 29 May 2013, a total of  1,598 shelters were detected as well as 55 infrastructures and support buildings within the 25 hectars of the camp. This is a preliminary analysis & has not yet been validated in the field. Please send ground feedback to UNITAR / UNOSAT.","GDB",NA,NA,NA,NA,"geodata-of-bab-al-salame-idp-camp-a-zaz-district-aleppo-governorate-syria","hdx-other","unosat","emergencymapping@unosat.org","unosat","emergencymapping@unosat.org","unosat",TRUE,NA,NA,NA,"Other","UNOSAT","hdx-other","un-operational-satellite-appplications-programme-unosat","syr","Complex Emergency","CE-2011-000181-SYR","geodata","shapefiles","geodatabase","CE-2011-0704-SYR/UNOSAT_BabAlSalameCamp_CE20110704SYR_29May2013_v3.pdf","unosat-maps/SY/CE-2011-0704-SYR/BabAlSalame_20132905.gdb.zip",NA,NA,NA,NA
"http://www.unitar.org/unosat/node/44/1763?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps","Syria","CE-2011-000181-SYR","2013-06-18","Bab al Hawa IDP Camp, Idlib Governorate, Syria","Geodata of Bab al Hawa IDP Camp, Idlib Governorate, Syria","http://maps.unosat.org/SY/CE-2011-0704-SYR/UNOSAT_BabAlHawaCamp_CE20110704SYR_29May2013_v1.jpg","http://maps.unosat.org/SY/CE-2011-0704-SYR/UNOSAT_BabAlHawaCamp_CE20110704SYR_29May2013_v1.pdf","http://unosat-maps.web.cern.ch/unosat-maps/SY/CE-2011-0704-SYR/BabAlHawa_20130529.gdb.zip",NA,NA,NA,NA,2,"This map illustrates satellite-detected shelters and other buildings at the Bab Al Hawa IDP camp in Idlib Governorate, Syria. As of 29 May 2013, a total of 1,384 shelters were detected as well as 31 infrastructure and support buildings within the 13.9 hectars of the camp. This represents a increase in shelters of 34% since the previous UNOSAT analysis using an image from 29 November 2012.This is a preliminary analysis & has not yet been validated in the field. Please send ground feedback to UNITAR / UNOSAT.","GDB",NA,NA,NA,NA,"geodata-of-bab-al-hawa-idp-camp-idlib-governorate-syria","hdx-other","unosat","emergencymapping@unosat.org","unosat","emergencymapping@unosat.org","unosat",TRUE,NA,NA,NA,"Other","UNOSAT","hdx-other","un-operational-satellite-appplications-programme-unosat","syr","Complex Emergency","CE-2011-000181-SYR","geodata","shapefiles","geodatabase","CE-2011-0704-SYR/UNOSAT_BabAlHawaCamp_CE20110704SYR_29May2013_v1.pdf","unosat-maps/SY/CE-2011-0704-SYR/BabAlHawa_20130529.gdb.zip",NA,NA,NA,NA
"http://www.unitar.org/unosat/node/44/1764?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps","Syria","CE-2011-000181-SYR","2013-06-19","Update: Al Zaatari Refugee Camp Mafraq Governorate, Jordan","Geodata of Update: Al Zaatari Refugee Camp Mafraq Governorate, Jordan","http://maps.unosat.org/SY/CE-2011-0704-SYR/UNOSAT_A3_Update_AlZaatariCamp_Landscape_20130616v2.jpg","http://maps.unosat.org/SY/CE-2011-0704-SYR/UNOSAT_A3_Update_AlZaatariCamp_Landscape_20130616v2.pdf","http://unosat-maps.web.cern.ch/unosat-maps/SY/CE-2011-0704-SYR/Zaatari_20130616.gdb.zip",NA,NA,NA,NA,2,"This map illustrates satellite-detected shelters and other buildings at the Al Zaatari refugee camp in Mafraq Governorate, Jordan. As of 16 June 2013 a total of 27,996 shelters were detected as well as 1,657 infrastructure and support buildings within the 531.3 hectares of the camp. Between 21 May 2013 and 16 June 2013, a total of 4,870 shelters closed or were moved, and a total of 3,844 shelters were constructed, and the number of shelters has thus decreased by about 852 since the previous UNITAR/UNOSAT assessment.This indicates an approximate 3% decrease in the number of shelters between 21 May and 16 June 2013. This is a preliminary analysis and has not yet been validated in the field; structure locations subject to a spatial error margin of +/- three meters. Please send ground feedback to UNITAR/UNOSAT.","GDB",NA,NA,NA,NA,"geodata-of-update-al-zaatari-refugee-camp-mafraq-governorate-jordan","hdx-other","unosat","emergencymapping@unosat.org","unosat","emergencymapping@unosat.org","unosat",TRUE,NA,NA,NA,"Other","UNOSAT","hdx-other","un-operational-satellite-appplications-programme-unosat","syr","Complex Emergency","CE-2011-000181-SYR","geodata","shapefiles","geodatabase","CE-2011-0704-SYR/UNOSAT_A3_Update_AlZaatariCamp_Landscape_20130616v2.pdf","unosat-maps/SY/CE-2011-0704-SYR/Zaatari_20130616.gdb.zip",NA,NA,NA,NA
"http://www.unitar.org/unosat/node/44/1765?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps","Syria","CE-2011-000181-SYR","2013-06-20","King Abdullah Park refugee camp, Irbid Governorate, Jordan","Geodata of King Abdullah Park refugee camp, Irbid Governorate, Jordan","http://maps.unosat.org/SY/CE20130604SYR/Update_UNOSAT_A3_KingAbdullahPark_20130527.jpg","http://maps.unosat.org/SY/CE20130604SYR/Update_UNOSAT_A3_KingAbdullahPark_20130527.pdf","http://unosat-maps.web.cern.ch/unosat-maps/SY/CE20130604SYR/KA_20130527.gdb.zip",NA,NA,NA,NA,2,"This map illustrates satellite-detected shelters and other buildings at the King Abdullah Park refugee camp in Irbid Governorate, Jordan. As of 27 May 2013 a total of 126  shelters were detected as well as 24 infrastructure and support buildings within the 3 hectares of the camp. The number of shelters has thus increased by about 6 shelters since the previous UNITAR/ UNOSAT assessment of the camp which used a satellite image from 6 April 2013.This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR/UNOSAT","GDB",NA,NA,NA,NA,"geodata-of-king-abdullah-park-refugee-camp-irbid-governorate-jordan","hdx-other","unosat","emergencymapping@unosat.org","unosat","emergencymapping@unosat.org","unosat",TRUE,NA,NA,NA,"Other","UNOSAT","hdx-other","un-operational-satellite-appplications-programme-unosat","syr","Complex Emergency","CE-2011-000181-SYR","geodata","shapefiles","geodatabase","Update_UNOSAT_A3_KingAbdullahPark_20130527.pdf","unosat-maps/SY/CE20130604SYR/KA_20130527.gdb.zip",NA,NA,NA,NA
"http://www.unitar.org/unosat/node/44/1766?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps","Syria","CE-2011-000181-SYR","2013-06-20","Cyber City Refugee Camp, Irbid Governorate, Jordan","Geodata of Cyber City Refugee Camp, Irbid Governorate, Jordan","http://maps.unosat.org/SY/CE20130604SYR/UNOSAT_A3_Cyber City_Landscape_20130527v2.jpg","http://maps.unosat.org/SY/CE20130604SYR/UNOSAT_A3_Cyber City_Landscape_20130527v2.pdf","http://unosat-maps.web.cern.ch/unosat-maps/SY/CE20130604SYR/Cyber_City_20130527.gdb.zip",NA,NA,NA,NA,2,"This map illustrates satellite-detected shelters and structures in the Cyber City refugee camp in Irbid Governorate, Jordan. As of 27 May 2013 a total of 55 structures were identified in the camp area, and an area of 20 hectares next to the main camp is under preparation for new construction. Paved and unpaved roads have been set up and some other tracks or trails define the transportation network in the camp area. This is a preliminary analysis & has not yet been validated in the field. Please send ground feedback to UNITAR / UNOSAT.","GDB",NA,NA,NA,NA,"geodata-of-cyber-city-refugee-camp-irbid-governorate-jordan","hdx-other","unosat","emergencymapping@unosat.org","unosat","emergencymapping@unosat.org","unosat",TRUE,NA,NA,NA,"Other","UNOSAT","hdx-other","un-operational-satellite-appplications-programme-unosat","syr","Complex Emergency","CE-2011-000181-SYR","geodata","shapefiles","geodatabase","UNOSAT_A3_Cyber City_Landscape_20130527v2.pdf","unosat-maps/SY/CE20130604SYR/Cyber_City_20130527.gdb.zip",NA,NA,NA,NA
"http://www.unitar.org/unosat/node/44/1767?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps","Syria","CE-2011-000181-SYR","2013-06-24","As Salame IDP Camp, Idlib Governorate, Syria","Geodata of As Salame IDP Camp, Idlib Governorate, Syria","http://maps.unosat.org/SY/CE-2011-0704-SYR/UNOSAT_AsSalameCamp_CE20110704SYR_05June2013.jpg","http://maps.unosat.org/SY/CE-2011-0704-SYR/UNOSAT_AsSalameCamp_CE20110704SYR_05June2013.pdf","http://unosat-maps.web.cern.ch/unosat-maps/SY/CE-2011-0704-SYR/As_Salame_20130605.gdb.zip",NA,NA,NA,NA,2,"This map illustrates satellite-detected shelters and other buildings at the As Salame IDP Camp in Idlib Governorate in Syria. As of 05 June 2013, a total of 321 shelters were detected as well as 26 administrative support buildings within the 5.2 hectares of the camp. This IDP Camp lies at 2 km south of Town Kah. This is a preliminary analysis & has not yet been validated in the field. Please send ground feedback to UNITAR / UNOSAT.","GDB",NA,NA,NA,NA,"geodata-of-as-salame-idp-camp-idlib-governorate-syria","hdx-other","unosat","emergencymapping@unosat.org","unosat","emergencymapping@unosat.org","unosat",TRUE,NA,NA,NA,"Other","UNOSAT","hdx-other","un-operational-satellite-appplications-programme-unosat","syr","Complex Emergency","CE-2011-000181-SYR","geodata","shapefiles","geodatabase","CE-2011-0704-SYR/UNOSAT_AsSalameCamp_CE20110704SYR_05June2013.pdf","unosat-maps/SY/CE-2011-0704-SYR/As_Salame_20130605.gdb.zip",NA,NA,NA,NA
"http://www.unitar.org/unosat/node/44/1768?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps","Syria","CE-2011-000181-SYR","2013-06-24","Meydan IDP Camp, Idlib Governorate, Syria","Geodata of Meydan IDP Camp, Idlib Governorate, Syria","http://maps.unosat.org/SY/CE20130604SYR/UNOSAT_A3_Meydan_20130605_Landscape.jpg","http://maps.unosat.org/SY/CE20130604SYR/UNOSAT_A3_Meydan_20130605_Landscape.pdf","http://unosat-maps.web.cern.ch/unosat-maps/SY/CE20130604SYR/Meydan_20130605.gdb.zip",NA,NA,NA,NA,2,"This map illustrates satellite-detected shelters and other buildings at the Meydan IDP camp in Idlib Governorate, Syria. This camp is 2.05 kilometers southeast of Aqqrabat town and as of 5 June 2013, a total of 210  shelters were detected as well as 6 infrastructure and support buildings within the 2 hectares of the camp.This is a preliminary analysis & has not yet been validated in the field. Please send ground feedback to UNITAR / UNOSAT.","GDB",NA,NA,NA,NA,"geodata-of-meydan-idp-camp-idlib-governorate-syria","hdx-other","unosat","emergencymapping@unosat.org","unosat","emergencymapping@unosat.org","unosat",TRUE,NA,NA,NA,"Other","UNOSAT","hdx-other","un-operational-satellite-appplications-programme-unosat","syr","Complex Emergency","CE-2011-000181-SYR","geodata","shapefiles","geodatabase","UNOSAT_A3_Meydan_20130605_Landscape.pdf","unosat-maps/SY/CE20130604SYR/Meydan_20130605.gdb.zip",NA,NA,NA,NA
"http://www.unitar.org/unosat/node/44/1769?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps","Syria","CE-2011-000181-SYR","2013-07-03","Safawalmarwah and Martyr Families IDP, Idlib Governorate, Syria","Geodata of Safawalmarwah and Martyr Families IDP, Idlib Governorate, Syria","http://maps.unosat.org/SY/CE-2011-0704-SYR/UNOSAT_SafawalmarwahMartyrFamiliesCamps_CE20130604SYR_05June2013_v2.jpg","http://maps.unosat.org/SY/CE-2011-0704-SYR/UNOSAT_SafawalmarwahMartyrFamiliesCamps_CE20130604SYR_05June2013_v2.pdf","http://unosat-maps.web.cern.ch/unosat-maps/SY/CE-2011-0704-SYR/Safawalmarwah_MartyrFamilies_20130605.gdb.zip",NA,NA,NA,NA,2,"This map illustrates satellite-detected shelters at Safawalmarwah IDP camp and Martyr families IDP camp location in Idlib Governorate, Syria. These camps are located just next to Al Karama and Taibah IDP camp and as of 5 June 2013, a total of 114 shelters were detected within the 0.9 hectares of Safawalmarwah camp. No shelters were detected within the 0.6 hectares of Matryr families camp but the ground preparation for futur incoming people is visible. This is a preliminary analysis & has not yet been validated in the field. Please send ground feedback to UNITAR / UNOSAT.","GDB",NA,NA,NA,NA,"geodata-of-safawalmarwah-and-martyr-families-idp-idlib-governorate-syria","hdx-other","unosat","emergencymapping@unosat.org","unosat","emergencymapping@unosat.org","unosat",TRUE,NA,NA,NA,"Other","UNOSAT","hdx-other","un-operational-satellite-appplications-programme-unosat","syr","Complex Emergency","CE-2011-000181-SYR","geodata","shapefiles","geodatabase","CE-2011-0704-SYR/UNOSAT_SafawalmarwahMartyrFamiliesCamps_CE20130604SYR_05June2013_v2.pdf","unosat-maps/SY/CE-2011-0704-SYR/Safawalmarwah_MartyrFamilies_20130605.gdb.zip",NA,NA,NA,NA
"http://www.unitar.org/unosat/node/44/1770?utm_source=unosat-unitar&utm_medium=rss&utm_campaign=maps","Syria","CE-2011-000181-SYR","2013-07-04","Al Azraq Refugee Camp,  Az Zarqa Governorate, Jordan","Geodata of Al Azraq Refugee Camp,  Az Zarqa Governorate, Jordan","http://maps.unosat.org/SY/CE20130604SYR/UNOSAT_A3_AlAzraq_20130616.jpg","http://maps.unosat.org/SY/CE20130604SYR/UNOSAT_A3_AlAzraq_20130616.pdf","http://unosat-maps.web.cern.ch/unosat-maps/SY/CE20130604SYR/Azraq_20130616.gdb.zip",NA,NA,NA,NA,2,"This map illustrates the refugee camp currently under construction in Al Azraq, Jordan. As of 16 June 2013 some areas of the camp are under construction to accommodate shelters and administrative structures in coming months. Paved and unpaved roads have been created define the transportation network in and around the camp. In the current analysis, new camp extensions were developed and also some modules have been created out in order to set up the coming infrastructure in the camp. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR / UNOSAT.
","GDB",NA,NA,NA,NA,"geodata-of-al-azraq-refugee-camp--az-zarqa-governorate-jordan","hdx-other","unosat","emergencymapping@unosat.org","unosat","emergencymapping@unosat.org","unosat",TRUE,NA,NA,NA,"Other","UNOSAT","hdx-other","un-operational-satellite-appplications-programme-unosat","syr","Complex Emergency","CE-2011-000181-SYR","geodata","shapefiles","geodatabase","UNOSAT_A3_AlAzraq_20130616.pdf","unosat-maps/SY/CE20130604SYR/Azraq_20130616.gdb.zip",NA,NA,NA,NA
